step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,10.375000,5.325000,106,207,0.000000
1,10.375000,5.375000,107,207,0.006533
2,10.375000,5.325000,106,207,0.000000
3,10.325000,5.325000,106,206,0.009899
4,10.325000,5.375000,107,206,0.000000
5,10.275000,5.375000,107,205,0.011080
6,10.275000,5.325000,106,205,0.000000
7,10.225000,5.325000,106,204,0.005793
8,10.225000,5.375000,107,204,0.000000
9,10.175000,5.375000,107,203,0.000000
10,10.175000,5.425000,108,203,0.005386
11,10.225000,5.425000,108,204,0.000000
12,10.175000,5.425000,108,203,0.000000
13,10.175000,5.375000,107,203,0.000000
14,10.225000,5.375000,107,204,0.013249
15,10.275000,5.375000,107,205,0.005442
16,10.325000,5.375000,107,206,0.006775
17,10.375000,5.375000,107,207,0.003119
18,10.425000,5.375000,107,208,0.000000
19,10.425000,5.325000,106,208,0.016827
20,10.425000,5.275000,105,208,0.015231
21,10.375000,5.275000,105,207,0.007228
22,10.325000,5.275000,105,206,0.000000
23,10.325000,5.325000,106,206,0.000199
24,10.375000,5.325000,106,207,0.000000
25,10.425000,5.325000,106,208,0.006789
26,10.475000,5.325000,106,209,0.000000
27,10.425000,5.325000,106,208,0.000000
28,10.375000,5.325000,106,207,0.009236
29,10.375000,5.375000,107,207,0.004271
30,10.425000,5.375000,107,208,0.008440
31,10.375000,5.375000,107,207,0.000000
32,10.425000,5.375000,107,208,0.000000
33,10.475000,5.375000,107,209,0.002616
34,10.475000,5.325000,106,209,0.000000
35,10.425000,5.325000,106,208,0.000000
36,10.475000,5.325000,106,209,0.000000
37,10.475000,5.275000,105,209,0.014533
38,10.525000,5.275000,105,210,0.002991
39,10.525000,5.225000,104,210,0.000718
40,10.475000,5.225000,104,209,0.000000
41,10.475000,5.175000,103,209,0.005654
42,10.425000,5.175000,103,208,0.003588
43,10.425000,5.225000,104,208,0.010047
44,10.425000,5.275000,105,208,0.006939
45,10.425000,5.325000,106,208,0.014426
46,10.425000,5.375000,107,208,0.007077
47,10.475000,5.375000,107,209,0.000000
48,10.475000,5.425000,108,209,0.006149
49,10.475000,5.475000,109,209,0.000000
