step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.625000,7.375000,147,72,0.001882
1,3.675000,7.375000,147,73,0.000000
2,3.675000,7.325000,146,73,0.000000
3,3.625000,7.325000,146,72,0.000000
4,3.625000,7.375000,147,72,0.000000
5,3.675000,7.375000,147,73,0.000000
6,3.725000,7.375000,147,74,0.000965
7,3.725000,7.325000,146,74,0.000000
8,3.725000,7.275000,145,74,0.000000
9,3.675000,7.275000,145,73,0.009225
10,3.725000,7.275000,145,74,0.013227
11,3.775000,7.275000,145,75,0.000000
12,3.775000,7.225000,144,75,0.011734
13,3.775000,7.275000,145,75,0.005366
14,3.775000,7.225000,144,75,0.000000
15,3.775000,7.275000,145,75,0.000000
16,3.825000,7.275000,145,76,0.000957
17,3.825000,7.325000,146,76,0.000000
18,3.875000,7.325000,146,77,0.007107
19,3.875000,7.275000,145,77,0.004261
20,3.875000,7.225000,144,77,0.000000
21,3.875000,7.175000,143,77,0.009687
22,3.925000,7.175000,143,78,0.003217
23,3.875000,7.175000,143,77,0.008662
24,3.825000,7.175000,143,76,0.001644
25,3.825000,7.125000,142,76,0.000000
26,3.825000,7.175000,143,76,0.014259
27,3.825000,7.225000,144,76,0.005631
28,3.875000,7.225000,144,77,0.000000
29,3.825000,7.225000,144,76,0.000392
30,3.875000,7.225000,144,77,0.008412
31,3.925000,7.225000,144,78,0.000000
32,3.975000,7.225000,144,79,0.008567
33,3.975000,7.275000,145,79,0.003230
34,3.975000,7.225000,144,79,0.006512
35,4.025000,7.225000,144,80,0.000267
36,3.975000,7.225000,144,79,0.000000
37,3.975000,7.275000,145,79,0.010475
38,3.925000,7.275000,145,78,0.000000
39,3.875000,7.275000,145,77,0.000000
40,3.875000,7.225000,144,77,0.010223
41,3.925000,7.225000,144,78,0.002043
42,3.925000,7.175000,143,78,0.000000
43,3.975000,7.175000,143,79,0.000000
44,3.975000,7.225000,144,79,0.000000
45,3.975000,7.175000,143,79,0.000965
46,4.025000,7.175000,143,80,0.008345
47,4.025000,7.225000,144,80,0.003524
48,3.975000,7.225000,144,79,0.003745
49,3.975000,7.175000,143,79,0.012521
