step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.125000,11.825000,236,182,0.016552
1,9.075000,11.825000,236,181,0.000000
2,9.025000,11.825000,236,180,0.013231
3,9.025000,11.775000,235,180,0.000000
4,8.975000,11.775000,235,179,0.000000
5,8.975000,11.725000,234,179,0.000000
6,8.925000,11.725000,234,178,0.012628
7,8.875000,11.725000,234,177,0.000000
8,8.825000,11.725000,234,176,0.000000
9,8.775000,11.725000,234,175,0.000000
10,8.825000,11.725000,234,176,0.000000
11,8.825000,11.675000,233,176,0.009545
12,8.825000,11.625000,232,176,0.000000
13,8.775000,11.625000,232,175,0.000000
14,8.725000,11.625000,232,174,0.000000
15,8.675000,11.625000,232,173,0.030484
16,8.725000,11.625000,232,174,0.000000
17,8.675000,11.625000,232,173,0.000000
18,8.625000,11.625000,232,172,0.009210
19,8.575000,11.625000,232,171,0.000918
20,8.525000,11.625000,232,170,0.010314
21,8.525000,11.575000,231,170,0.000000
22,8.475000,11.575000,231,169,0.000000
23,8.425000,11.575000,231,168,0.002066
24,8.375000,11.575000,231,167,0.000000
25,8.325000,11.575000,231,166,0.000000
26,8.375000,11.575000,231,167,0.016010
27,8.425000,11.575000,231,168,0.011518
28,8.375000,11.575000,231,167,0.000000
29,8.425000,11.575000,231,168,0.000000
30,8.375000,11.575000,231,167,0.007918
31,8.325000,11.575000,231,166,0.005549
32,8.325000,11.625000,232,166,0.000000
33,8.375000,11.625000,232,167,0.000000
34,8.325000,11.625000,232,166,0.009182
35,8.275000,11.625000,232,165,0.011976
36,8.275000,11.575000,231,165,0.000000
37,8.225000,11.575000,231,164,0.000000
38,8.175000,11.575000,231,163,0.000000
39,8.125000,11.575000,231,162,0.000000
40,8.125000,11.525000,230,162,0.000000
41,8.125000,11.475000,229,162,0.000000
42,8.125000,11.525000,230,162,0.003512
43,8.075000,11.525000,230,161,0.017770
44,8.025000,11.525000,230,160,0.000000
45,7.975000,11.525000,230,159,0.007400
46,7.925000,11.525000,230,158,0.000000
47,7.875000,11.525000,230,157,0.000131
48,7.825000,11.525000,230,156,0.010439
49,7.775000,11.525000,230,155,0.004505
