step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.225000,5.875000,117,164,0.000000
1,8.275000,5.875000,117,165,0.000000
2,8.225000,5.875000,117,164,0.008714
3,8.275000,5.875000,117,165,0.016276
4,8.225000,5.875000,117,164,0.000000
5,8.225000,5.825000,116,164,0.007545
6,8.275000,5.825000,116,165,0.000000
7,8.275000,5.875000,117,165,0.011599
8,8.275000,5.825000,116,165,0.001296
9,8.275000,5.875000,117,165,0.000000
10,8.275000,5.825000,116,165,0.000000
11,8.225000,5.825000,116,164,0.014138
12,8.225000,5.775000,115,164,0.000000
13,8.275000,5.775000,115,165,0.016428
14,8.325000,5.775000,115,166,0.002244
15,8.275000,5.775000,115,165,0.018629
16,8.275000,5.825000,116,165,0.008359
17,8.275000,5.875000,117,165,0.000000
18,8.275000,5.825000,116,165,0.015663
19,8.225000,5.825000,116,164,0.000000
20,8.225000,5.875000,117,164,0.000000
21,8.175000,5.875000,117,163,0.000000
22,8.225000,5.875000,117,164,0.000000
23,8.225000,5.925000,118,164,0.003963
24,8.275000,5.925000,118,165,0.006313
25,8.275000,5.975000,119,165,0.000000
26,8.275000,5.925000,118,165,0.007251
27,8.325000,5.925000,118,166,0.000000
28,8.275000,5.925000,118,165,0.000000
29,8.225000,5.925000,118,164,0.000000
30,8.175000,5.925000,118,163,0.006963
31,8.175000,5.975000,119,163,0.000000
32,8.225000,5.975000,119,164,0.002148
33,8.225000,5.925000,118,164,0.000000
34,8.225000,5.975000,119,164,0.000000
35,8.175000,5.975000,119,163,0.000830
36,8.225000,5.975000,119,164,0.015998
37,8.175000,5.975000,119,163,0.000000
38,8.175000,5.925000,118,163,0.000000
39,8.175000,5.975000,119,163,0.000000
40,8.175000,5.925000,118,163,0.000000
41,8.175000,5.975000,119,163,0.000000
42,8.125000,5.975000,119,162,0.010044
43,8.125000,5.925000,118,162,0.000000
44,8.125000,5.875000,117,162,0.000000
45,8.125000,5.825000,116,162,0.000000
46,8.175000,5.825000,116,163,0.000000
47,8.175000,5.775000,115,163,0.000000
48,8.175000,5.825000,116,163,0.004135
49,8.225000,5.825000,116,164,0.000000
