step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.175000,1.225000,24,163,0.001237
1,8.175000,1.275000,25,163,0.000000
2,8.175000,1.325000,26,163,0.000000
3,8.125000,1.325000,26,162,0.000000
4,8.125000,1.375000,27,162,0.000000
5,8.075000,1.375000,27,161,0.000000
6,8.075000,1.325000,26,161,0.018107
7,8.075000,1.275000,25,161,0.008055
8,8.125000,1.275000,25,162,0.000000
9,8.125000,1.225000,24,162,0.006435
10,8.175000,1.225000,24,163,0.000000
11,8.225000,1.225000,24,164,0.000000
12,8.175000,1.225000,24,163,0.026793
13,8.175000,1.275000,25,163,0.000000
14,8.175000,1.225000,24,163,0.000000
15,8.225000,1.225000,24,164,0.003559
16,8.275000,1.225000,24,165,0.000000
17,8.225000,1.225000,24,164,0.000145
18,8.225000,1.275000,25,164,0.000000
19,8.275000,1.275000,25,165,0.000564
20,8.325000,1.275000,25,166,0.000000
21,8.325000,1.325000,26,166,0.008385
22,8.375000,1.325000,26,167,0.000000
23,8.425000,1.325000,26,168,0.004802
24,8.475000,1.325000,26,169,0.000000
25,8.425000,1.325000,26,168,0.007350
26,8.425000,1.375000,27,168,0.001440
27,8.475000,1.375000,27,169,0.007738
28,8.525000,1.375000,27,170,0.018559
29,8.475000,1.375000,27,169,0.004130
30,8.475000,1.425000,28,169,0.000000
31,8.525000,1.425000,28,170,0.015641
32,8.525000,1.375000,27,170,0.002776
33,8.475000,1.375000,27,169,0.000000
34,8.525000,1.375000,27,170,0.008091
35,8.475000,1.375000,27,169,0.003008
36,8.425000,1.375000,27,168,0.018019
37,8.475000,1.375000,27,169,0.000000
38,8.475000,1.325000,26,169,0.000318
39,8.475000,1.375000,27,169,0.000000
40,8.525000,1.375000,27,170,0.000000
41,8.525000,1.325000,26,170,0.004050
42,8.525000,1.375000,27,170,0.000000
43,8.575000,1.375000,27,171,0.000000
44,8.575000,1.325000,26,171,0.008502
45,8.625000,1.325000,26,172,0.000000
46,8.675000,1.325000,26,173,0.008995
47,8.675000,1.275000,25,173,0.005760
48,8.675000,1.325000,26,173,0.000000
49,8.675000,1.275000,25,173,0.000000
