step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.575000,7.975000,159,231,0.000000
1,11.575000,7.925000,158,231,0.000000
2,11.525000,7.925000,158,230,0.010629
3,11.475000,7.925000,158,229,0.000742
4,11.475000,7.875000,157,229,0.000684
5,11.525000,7.875000,157,230,0.001601
6,11.475000,7.875000,157,229,0.000000
7,11.475000,7.825000,156,229,0.000000
8,11.475000,7.775000,155,229,0.002982
9,11.425000,7.775000,155,228,0.000000
10,11.375000,7.775000,155,227,0.000000
11,11.375000,7.725000,154,227,0.000000
12,11.325000,7.725000,154,226,0.008733
13,11.275000,7.725000,154,225,0.013700
14,11.225000,7.725000,154,224,0.003282
15,11.175000,7.725000,154,223,0.003730
16,11.175000,7.675000,153,223,0.000000
17,11.225000,7.675000,153,224,0.000000
18,11.175000,7.675000,153,223,0.014091
19,11.225000,7.675000,153,224,0.001186
20,11.225000,7.725000,154,224,0.003855
21,11.175000,7.725000,154,223,0.001092
22,11.125000,7.725000,154,222,0.000000
23,11.075000,7.725000,154,221,0.000000
24,11.075000,7.675000,153,221,0.000984
25,11.075000,7.625000,152,221,0.000000
26,11.025000,7.625000,152,220,0.002214
27,11.025000,7.575000,151,220,0.000000
28,11.025000,7.525000,150,220,0.000000
29,11.075000,7.525000,150,221,0.006010
30,11.075000,7.475000,149,221,0.008838
31,11.075000,7.425000,148,221,0.000000
32,11.075000,7.375000,147,221,0.000000
33,11.075000,7.325000,146,221,0.000000
34,11.075000,7.275000,145,221,0.014241
35,11.025000,7.275000,145,220,0.007625
36,11.025000,7.225000,144,220,0.000000
37,10.975000,7.225000,144,219,0.000000
38,10.975000,7.175000,143,219,0.001725
39,10.975000,7.125000,142,219,0.000000
40,10.975000,7.075000,141,219,0.000379
41,10.925000,7.075000,141,218,0.000000
42,10.925000,7.025000,140,218,0.000000
43,10.925000,6.975000,139,218,0.000000
44,10.925000,6.925000,138,218,0.000838
45,10.875000,6.925000,138,217,0.007051
46,10.875000,6.975000,139,217,0.000000
47,10.875000,6.925000,138,217,0.015372
48,10.875000,6.875000,137,217,0.000000
49,10.875000,6.925000,138,217,0.000000
