step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,10.125000,10.325000,206,202,0.004739
1,10.125000,10.275000,205,202,0.000000
2,10.175000,10.275000,205,203,0.000000
3,10.175000,10.225000,204,203,0.006530
4,10.125000,10.225000,204,202,0.005496
5,10.175000,10.225000,204,203,0.000000
6,10.175000,10.175000,203,203,0.014583
7,10.175000,10.125000,202,203,0.010974
8,10.125000,10.125000,202,202,0.005446
9,10.125000,10.175000,203,202,0.012938
10,10.125000,10.125000,202,202,0.000000
11,10.075000,10.125000,202,201,0.015641
12,10.025000,10.125000,202,200,0.010324
13,9.975000,10.125000,202,199,0.007346
14,9.975000,10.175000,203,199,0.000928
15,9.975000,10.225000,204,199,0.000000
16,9.925000,10.225000,204,198,0.002130
17,9.975000,10.225000,204,199,0.000000
18,9.975000,10.175000,203,199,0.005099
19,9.975000,10.125000,202,199,0.000000
20,9.925000,10.125000,202,198,0.000928
21,9.875000,10.125000,202,197,0.012539
22,9.875000,10.075000,201,197,0.002511
23,9.825000,10.075000,201,196,0.004339
24,9.825000,10.025000,200,196,0.000000
25,9.875000,10.025000,200,197,0.000000
26,9.875000,10.075000,201,197,0.018601
27,9.875000,10.125000,202,197,0.000000
28,9.925000,10.125000,202,198,0.001054
29,9.975000,10.125000,202,199,0.001070
30,10.025000,10.125000,202,200,0.001201
31,10.025000,10.175000,203,200,0.000000
32,9.975000,10.175000,203,199,0.029571
33,9.975000,10.225000,204,199,0.000000
34,9.975000,10.175000,203,199,0.000000
35,10.025000,10.175000,203,200,0.005993
36,9.975000,10.175000,203,199,0.000000
37,9.975000,10.225000,204,199,0.000000
38,9.975000,10.275000,205,199,0.016092
39,10.025000,10.275000,205,200,0.000000
40,9.975000,10.275000,205,199,0.005205
41,9.975000,10.225000,204,199,0.000000
42,9.975000,10.275000,205,199,0.000000
43,9.975000,10.325000,206,199,0.000000
44,9.975000,10.375000,207,199,0.002410
45,9.975000,10.325000,206,199,0.000000
46,9.975000,10.275000,205,199,0.005910
47,9.975000,10.325000,206,199,0.000000
48,10.025000,10.325000,206,200,0.000000
49,10.075000,10.325000,206,201,0.005029
