step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.275000,5.425000,108,45,0.000000
1,2.325000,5.425000,108,46,0.039840
2,2.375000,5.425000,108,47,0.011161
3,2.325000,5.425000,108,46,0.016157
4,2.325000,5.475000,109,46,0.023762
5,2.325000,5.525000,110,46,0.027940
6,2.375000,5.525000,110,47,0.016696
7,2.425000,5.525000,110,48,0.017800
8,2.475000,5.525000,110,49,0.011987
9,2.475000,5.575000,111,49,0.007833
10,2.525000,5.575000,111,50,0.013988
11,2.525000,5.525000,110,50,0.010984
12,2.525000,5.575000,111,50,0.018218
13,2.575000,5.575000,111,51,0.026197
14,2.625000,5.575000,111,52,0.024181
15,2.675000,5.575000,111,53,0.028529
16,2.725000,5.575000,111,54,0.040155
17,2.775000,5.575000,111,55,0.028527
18,2.825000,5.575000,111,56,0.027476
19,2.875000,5.575000,111,57,0.030056
20,2.925000,5.575000,111,58,0.035003
21,2.925000,5.525000,110,58,0.025425
22,2.975000,5.525000,110,59,0.041611
23,3.025000,5.525000,110,60,0.026643
24,3.075000,5.525000,110,61,0.052246
25,3.125000,5.525000,110,62,0.049793
26,3.125000,5.575000,111,62,0.037194
27,3.175000,5.575000,111,63,0.054896
28,3.225000,5.575000,111,64,0.032410
29,3.225000,5.525000,110,64,0.040542
30,3.275000,5.525000,110,65,0.068162
31,3.325000,5.525000,110,66,0.047444
32,3.375000,5.525000,110,67,0.041708
33,3.425000,5.525000,110,68,0.060853
34,3.475000,5.525000,110,69,0.060425
35,3.475000,5.475000,109,69,0.033053
36,3.525000,5.475000,109,70,0.071118
37,3.475000,5.475000,109,69,0.054187
38,3.425000,5.475000,109,68,0.058120
39,3.375000,5.475000,109,67,0.053003
40,3.425000,5.475000,109,68,0.053330
41,3.475000,5.475000,109,69,0.059797
42,3.525000,5.475000,109,70,0.087026
43,3.525000,5.425000,108,70,0.038156
44,3.575000,5.425000,108,71,0.055836
45,3.525000,5.425000,108,70,0.084174
46,3.575000,5.425000,108,71,0.077603
47,3.625000,5.425000,108,72,0.082780
48,3.675000,5.425000,108,73,0.073563
49,3.725000,5.425000,108,74,0.101226
