step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.475000,11.725000,234,169,0.033746
1,8.525000,11.725000,234,170,0.053193
2,8.575000,11.725000,234,171,0.047130
3,8.575000,11.775000,235,171,0.064572
4,8.625000,11.775000,235,172,0.066660
5,8.625000,11.725000,234,172,0.086045
6,8.625000,11.675000,233,172,0.095521
7,8.675000,11.675000,233,173,0.102980
8,8.625000,11.675000,233,172,0.085620
9,8.675000,11.675000,233,173,0.086261
10,8.625000,11.675000,233,172,0.087147
11,8.675000,11.675000,233,173,0.097590
12,8.725000,11.675000,233,174,0.098780
13,8.725000,11.625000,232,174,0.118286
14,8.775000,11.625000,232,175,0.122653
15,8.775000,11.675000,233,175,0.129423
16,8.825000,11.675000,233,176,0.154586
17,8.775000,11.675000,233,175,0.142490
18,8.825000,11.675000,233,176,0.162568
19,8.825000,11.725000,234,176,0.123721
20,8.825000,11.675000,233,176,0.125484
21,8.875000,11.675000,233,177,0.155476
22,8.875000,11.725000,234,177,0.140111
23,8.925000,11.725000,234,178,0.144137
24,8.975000,11.725000,234,179,0.164273
25,9.025000,11.725000,234,180,0.186506
26,9.075000,11.725000,234,181,0.194676
27,9.125000,11.725000,234,182,0.199606
28,9.075000,11.725000,234,181,0.181416
29,9.125000,11.725000,234,182,0.185408
30,9.075000,11.725000,234,181,0.186593
31,9.125000,11.725000,234,182,0.174555
32,9.175000,11.725000,234,183,0.218278
33,9.175000,11.675000,233,183,0.210676
34,9.175000,11.625000,232,183,0.225306
35,9.175000,11.575000,231,183,0.223172
36,9.225000,11.575000,231,184,0.258508
37,9.225000,11.525000,230,184,0.255211
38,9.275000,11.525000,230,185,0.274213
39,9.275000,11.475000,229,185,0.287934
40,9.225000,11.475000,229,184,0.274701
41,9.275000,11.475000,229,185,0.284845
42,9.275000,11.425000,228,185,0.300723
43,9.325000,11.425000,228,186,0.305196
44,9.325000,11.375000,227,186,0.322337
45,9.275000,11.375000,227,185,0.316981
46,9.325000,11.375000,227,186,0.311799
47,9.275000,11.375000,227,185,0.310313
48,9.275000,11.425000,228,185,0.296960
49,9.325000,11.425000,228,186,0.295365
