step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.575000,4.225000,84,171,0.000000
1,8.575000,4.275000,85,171,0.008182
2,8.625000,4.275000,85,172,0.007275
3,8.575000,4.275000,85,171,0.000000
4,8.575000,4.225000,84,171,0.000000
5,8.575000,4.175000,83,171,0.000000
6,8.525000,4.175000,83,170,0.006970
7,8.575000,4.175000,83,171,0.000061
8,8.575000,4.225000,84,171,0.000000
9,8.575000,4.275000,85,171,0.000000
10,8.625000,4.275000,85,172,0.000000
11,8.675000,4.275000,85,173,0.000000
12,8.675000,4.225000,84,173,0.000000
13,8.675000,4.275000,85,173,0.006548
14,8.725000,4.275000,85,174,0.000000
15,8.725000,4.225000,84,174,0.000000
16,8.725000,4.275000,85,174,0.002387
17,8.775000,4.275000,85,175,0.004044
18,8.825000,4.275000,85,176,0.022265
19,8.775000,4.275000,85,175,0.000000
20,8.775000,4.325000,86,175,0.014659
21,8.825000,4.325000,86,176,0.000000
22,8.825000,4.375000,87,176,0.001833
23,8.775000,4.375000,87,175,0.000000
24,8.775000,4.425000,88,175,0.000285
25,8.825000,4.425000,88,176,0.000000
26,8.775000,4.425000,88,175,0.009206
27,8.725000,4.425000,88,174,0.000000
28,8.775000,4.425000,88,175,0.010448
29,8.775000,4.375000,87,175,0.010574
30,8.775000,4.325000,86,175,0.000000
31,8.775000,4.375000,87,175,0.000000
32,8.775000,4.325000,86,175,0.011481
33,8.775000,4.275000,85,175,0.000000
34,8.725000,4.275000,85,174,0.009394
35,8.725000,4.225000,84,174,0.001562
36,8.725000,4.175000,83,174,0.000000
37,8.725000,4.125000,82,174,0.000000
38,8.725000,4.175000,83,174,0.009126
39,8.725000,4.125000,82,174,0.018213
40,8.675000,4.125000,82,173,0.013276
41,8.625000,4.125000,82,172,0.018164
42,8.575000,4.125000,82,171,0.000000
43,8.525000,4.125000,82,170,0.000000
44,8.575000,4.125000,82,171,0.020662
45,8.525000,4.125000,82,170,0.000000
46,8.575000,4.125000,82,171,0.000000
47,8.625000,4.125000,82,172,0.000000
48,8.575000,4.125000,82,171,0.000000
49,8.525000,4.125000,82,170,0.011677
