step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,0.525000,11.725000,234,10,0.000000
1,0.575000,11.725000,234,11,0.000000
2,0.575000,11.775000,235,11,0.017664
3,0.525000,11.775000,235,10,0.000000
4,0.525000,11.725000,234,10,0.000000
5,0.525000,11.675000,233,10,0.000000
6,0.525000,11.625000,232,10,0.000000
7,0.575000,11.625000,232,11,0.003049
8,0.575000,11.575000,231,11,0.001008
9,0.575000,11.525000,230,11,0.000000
10,0.575000,11.475000,229,11,0.000000
11,0.575000,11.425000,228,11,0.006118
12,0.575000,11.475000,229,11,0.000000
13,0.575000,11.525000,230,11,0.005671
14,0.575000,11.475000,229,11,0.000000
15,0.525000,11.475000,229,10,0.000000
16,0.525000,11.425000,228,10,0.000000
17,0.525000,11.375000,227,10,0.013069
18,0.575000,11.375000,227,11,0.000000
19,0.575000,11.425000,228,11,0.000000
20,0.575000,11.475000,229,11,0.000000
21,0.575000,11.425000,228,11,0.000000
22,0.575000,11.375000,227,11,0.004992
23,0.525000,11.375000,227,10,0.006903
24,0.525000,11.325000,226,10,0.000000
25,0.525000,11.275000,225,10,0.000000
26,0.575000,11.275000,225,11,0.010956
27,0.575000,11.225000,224,11,0.001733
28,0.525000,11.225000,224,10,0.000000
29,0.525000,11.175000,223,10,0.002158
30,0.525000,11.125000,222,10,0.016005
31,0.475000,11.125000,222,9,0.002708
32,0.425000,11.125000,222,8,0.009449
33,0.425000,11.075000,221,8,0.004696
34,0.425000,11.125000,222,8,0.009274
35,0.475000,11.125000,222,9,0.010411
36,0.525000,11.125000,222,10,0.000000
37,0.475000,11.125000,222,9,0.000000
38,0.475000,11.175000,223,9,0.000000
39,0.425000,11.175000,223,8,0.001698
40,0.425000,11.225000,224,8,0.000000
41,0.375000,11.225000,224,7,0.010480
42,0.375000,11.275000,225,7,0.000000
43,0.375000,11.325000,226,7,0.009419
44,0.375000,11.275000,225,7,0.002935
45,0.325000,11.275000,225,6,0.013458
46,0.325000,11.225000,224,6,0.011281
47,0.375000,11.225000,224,7,0.003625
48,0.375000,11.275000,225,7,0.010519
49,0.375000,11.225000,224,7,0.000000
