step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.425000,7.125000,142,48,0.019522
1,2.425000,7.175000,143,48,0.008750
2,2.475000,7.175000,143,49,0.030771
3,2.525000,7.175000,143,50,0.000000
4,2.475000,7.175000,143,49,0.005818
5,2.525000,7.175000,143,50,0.010230
6,2.525000,7.125000,142,50,0.016501
7,2.525000,7.075000,141,50,0.029747
8,2.525000,7.025000,140,50,0.011897
9,2.525000,6.975000,139,50,0.006118
10,2.525000,6.925000,138,50,0.028648
11,2.475000,6.925000,138,49,0.009605
12,2.525000,6.925000,138,50,0.000000
13,2.525000,6.875000,137,50,0.006977
14,2.525000,6.925000,138,50,0.030880
15,2.525000,6.875000,137,50,0.021391
16,2.525000,6.825000,136,50,0.017564
17,2.475000,6.825000,136,49,0.000000
18,2.425000,6.825000,136,48,0.016628
19,2.475000,6.825000,136,49,0.011278
20,2.475000,6.875000,137,49,0.008321
21,2.525000,6.875000,137,50,0.016092
22,2.525000,6.825000,136,50,0.012908
23,2.525000,6.775000,135,50,0.007263
24,2.525000,6.725000,134,50,0.016794
25,2.475000,6.725000,134,49,0.008487
26,2.425000,6.725000,134,48,0.003702
27,2.475000,6.725000,134,49,0.010086
28,2.525000,6.725000,134,50,0.007728
29,2.525000,6.675000,133,50,0.030720
30,2.575000,6.675000,133,51,0.012893
31,2.575000,6.625000,132,51,0.016644
32,2.575000,6.575000,131,51,0.035642
33,2.575000,6.525000,130,51,0.016600
34,2.625000,6.525000,130,52,0.036700
35,2.625000,6.575000,131,52,0.020383
36,2.625000,6.525000,130,52,0.011994
37,2.675000,6.525000,130,53,0.029685
38,2.675000,6.475000,129,53,0.027824
39,2.675000,6.425000,128,53,0.013119
40,2.675000,6.475000,129,53,0.024435
41,2.675000,6.525000,130,53,0.025308
42,2.675000,6.475000,129,53,0.015167
43,2.625000,6.475000,129,52,0.032716
44,2.575000,6.475000,129,51,0.024155
45,2.575000,6.425000,128,51,0.036622
46,2.575000,6.375000,127,51,0.024155
47,2.575000,6.425000,128,51,0.013407
48,2.575000,6.375000,127,51,0.005649
49,2.575000,6.325000,126,51,0.032603
