step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.125000,0.875000,17,62,0.002680
1,3.125000,0.925000,18,62,0.018030
2,3.175000,0.925000,18,63,0.000000
3,3.175000,0.975000,19,63,0.000000
4,3.125000,0.975000,19,62,0.000000
5,3.125000,1.025000,20,62,0.000000
6,3.125000,1.075000,21,62,0.000000
7,3.125000,1.125000,22,62,0.004582
8,3.125000,1.175000,23,62,0.008149
9,3.125000,1.125000,22,62,0.006657
10,3.125000,1.175000,23,62,0.006665
11,3.125000,1.225000,24,62,0.000000
12,3.125000,1.275000,25,62,0.017117
13,3.125000,1.325000,26,62,0.011219
14,3.125000,1.375000,27,62,0.013059
15,3.125000,1.425000,28,62,0.021432
16,3.125000,1.475000,29,62,0.022062
17,3.075000,1.475000,29,61,0.000056
18,3.025000,1.475000,29,60,0.015946
19,3.025000,1.525000,30,60,0.005662
20,3.075000,1.525000,30,61,0.005425
21,3.075000,1.575000,31,61,0.022601
22,3.075000,1.625000,32,61,0.020632
23,3.125000,1.625000,32,62,0.020817
24,3.125000,1.675000,33,62,0.017822
25,3.075000,1.675000,33,61,0.008543
26,3.075000,1.725000,34,61,0.029246
27,3.075000,1.775000,35,61,0.002189
28,3.075000,1.825000,36,61,0.000000
29,3.075000,1.775000,35,61,0.019725
30,3.125000,1.775000,35,62,0.019088
31,3.125000,1.825000,36,62,0.000000
32,3.125000,1.875000,37,62,0.014130
33,3.125000,1.925000,38,62,0.005517
34,3.125000,1.875000,37,62,0.024455
35,3.075000,1.875000,37,61,0.021581
36,3.075000,1.925000,38,61,0.018237
37,3.125000,1.925000,38,62,0.017136
38,3.125000,1.975000,39,62,0.034112
39,3.125000,2.025000,40,62,0.043380
40,3.125000,2.075000,41,62,0.039053
41,3.125000,2.125000,42,62,0.030892
42,3.125000,2.175000,43,62,0.029229
43,3.125000,2.225000,44,62,0.023151
44,3.125000,2.275000,45,62,0.033169
45,3.125000,2.325000,46,62,0.042105
46,3.125000,2.375000,47,62,0.027577
47,3.125000,2.425000,48,62,0.033947
48,3.125000,2.475000,49,62,0.054883
49,3.125000,2.525000,50,62,0.035818
