step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,5.375000,12.475000,249,107,0.000000
1,5.375000,12.425000,248,107,0.019125
2,5.325000,12.425000,248,106,0.000000
3,5.275000,12.425000,248,105,0.000000
4,5.325000,12.425000,248,106,0.003042
5,5.325000,12.475000,249,106,0.000000
6,5.325000,12.425000,248,106,0.000000
7,5.375000,12.425000,248,107,0.007917
8,5.375000,12.475000,249,107,0.000000
9,5.325000,12.475000,249,106,0.000000
10,5.325000,12.425000,248,106,0.000000
11,5.325000,12.375000,247,106,0.000000
12,5.325000,12.425000,248,106,0.000000
13,5.375000,12.425000,248,107,0.004740
14,5.425000,12.425000,248,108,0.000000
15,5.475000,12.425000,248,109,0.000000
16,5.525000,12.425000,248,110,0.000000
17,5.475000,12.425000,248,109,0.004971
18,5.425000,12.425000,248,108,0.000000
19,5.425000,12.475000,249,108,0.000000
20,5.425000,12.425000,248,108,0.000000
21,5.425000,12.375000,247,108,0.009445
22,5.425000,12.325000,246,108,0.004094
23,5.425000,12.275000,245,108,0.001506
24,5.425000,12.325000,246,108,0.011387
25,5.425000,12.375000,247,108,0.013994
26,5.425000,12.325000,246,108,0.000000
27,5.475000,12.325000,246,109,0.000707
28,5.475000,12.275000,245,109,0.000000
29,5.475000,12.225000,244,109,0.000000
30,5.525000,12.225000,244,110,0.000000
31,5.525000,12.175000,243,110,0.000000
32,5.525000,12.225000,244,110,0.000000
33,5.475000,12.225000,244,109,0.000000
34,5.475000,12.275000,245,109,0.002750
35,5.475000,12.325000,246,109,0.006571
36,5.475000,12.275000,245,109,0.021637
37,5.525000,12.275000,245,110,0.012846
38,5.475000,12.275000,245,109,0.000000
39,5.475000,12.225000,244,109,0.000000
40,5.525000,12.225000,244,110,0.000000
41,5.525000,12.175000,243,110,0.000000
42,5.475000,12.175000,243,109,0.011259
43,5.475000,12.125000,242,109,0.000000
44,5.475000,12.075000,241,109,0.008892
45,5.475000,12.025000,240,109,0.000000
46,5.475000,12.075000,241,109,0.003543
47,5.475000,12.125000,242,109,0.004928
48,5.525000,12.125000,242,110,0.000000
49,5.525000,12.175000,243,110,0.014819
