step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.475000,11.525000,230,69,0.000000
1,3.475000,11.475000,229,69,0.000000
2,3.475000,11.425000,228,69,0.010213
3,3.475000,11.375000,227,69,0.000000
4,3.475000,11.425000,228,69,0.006596
5,3.475000,11.375000,227,69,0.002213
6,3.475000,11.325000,226,69,0.004752
7,3.475000,11.375000,227,69,0.000000
8,3.475000,11.325000,226,69,0.000944
9,3.475000,11.275000,225,69,0.000000
10,3.525000,11.275000,225,70,0.000000
11,3.475000,11.275000,225,69,0.000000
12,3.425000,11.275000,225,68,0.000000
13,3.425000,11.225000,224,68,0.008901
14,3.375000,11.225000,224,67,0.002953
15,3.375000,11.175000,223,67,0.000000
16,3.375000,11.125000,222,67,0.000000
17,3.325000,11.125000,222,66,0.000000
18,3.275000,11.125000,222,65,0.000000
19,3.275000,11.075000,221,65,0.000316
20,3.275000,11.025000,220,65,0.000000
21,3.275000,10.975000,219,65,0.000000
22,3.275000,10.925000,218,65,0.012320
23,3.275000,10.875000,217,65,0.001197
24,3.275000,10.825000,216,65,0.002696
25,3.325000,10.825000,216,66,0.000000
26,3.325000,10.775000,215,66,0.000000
27,3.325000,10.725000,214,66,0.002412
28,3.325000,10.675000,213,66,0.000000
29,3.325000,10.625000,212,66,0.000000
30,3.325000,10.675000,213,66,0.000000
31,3.275000,10.675000,213,65,0.003560
32,3.325000,10.675000,213,66,0.000000
33,3.325000,10.625000,212,66,0.000000
34,3.275000,10.625000,212,65,0.015959
35,3.275000,10.575000,211,65,0.000000
36,3.325000,10.575000,211,66,0.006913
37,3.325000,10.525000,210,66,0.005699
38,3.325000,10.575000,211,66,0.000000
39,3.325000,10.525000,210,66,0.002650
40,3.275000,10.525000,210,65,0.000000
41,3.275000,10.475000,209,65,0.015020
42,3.275000,10.425000,208,65,0.008567
43,3.225000,10.425000,208,64,0.000000
44,3.225000,10.375000,207,64,0.000000
45,3.225000,10.325000,206,64,0.000830
46,3.275000,10.325000,206,65,0.002357
47,3.275000,10.275000,205,65,0.003652
48,3.275000,10.225000,204,65,0.000000
49,3.275000,10.175000,203,65,0.004608
