step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.225000,5.975000,119,44,0.005914
1,2.225000,6.025000,120,44,0.000000
2,2.275000,6.025000,120,45,0.008881
3,2.275000,6.075000,121,45,0.000000
4,2.275000,6.025000,120,45,0.000000
5,2.275000,6.075000,121,45,0.000000
6,2.275000,6.025000,120,45,0.003737
7,2.325000,6.025000,120,46,0.005591
8,2.375000,6.025000,120,47,0.000000
9,2.425000,6.025000,120,48,0.000000
10,2.425000,5.975000,119,48,0.000000
11,2.375000,5.975000,119,47,0.000000
12,2.375000,6.025000,120,47,0.000000
13,2.375000,6.075000,121,47,0.000000
14,2.425000,6.075000,121,48,0.000000
15,2.425000,6.025000,120,48,0.000000
16,2.375000,6.025000,120,47,0.000000
17,2.425000,6.025000,120,48,0.000000
18,2.375000,6.025000,120,47,0.000000
19,2.375000,5.975000,119,47,0.000924
20,2.375000,6.025000,120,47,0.000000
21,2.375000,5.975000,119,47,0.000000
22,2.375000,6.025000,120,47,0.001990
23,2.375000,6.075000,121,47,0.008173
24,2.375000,6.125000,122,47,0.000000
25,2.325000,6.125000,122,46,0.000000
26,2.375000,6.125000,122,47,0.009134
27,2.375000,6.175000,123,47,0.000837
28,2.375000,6.125000,122,47,0.000000
29,2.425000,6.125000,122,48,0.000239
30,2.475000,6.125000,122,49,0.000000
31,2.475000,6.075000,121,49,0.000000
32,2.525000,6.075000,121,50,0.003027
33,2.525000,6.125000,122,50,0.001557
34,2.525000,6.075000,121,50,0.000000
35,2.525000,6.025000,120,50,0.000000
36,2.575000,6.025000,120,51,0.000000
37,2.625000,6.025000,120,52,0.001154
38,2.625000,5.975000,119,52,0.016956
39,2.625000,5.925000,118,52,0.005253
40,2.625000,5.875000,117,52,0.000000
41,2.575000,5.875000,117,51,0.000000
42,2.575000,5.925000,118,51,0.001137
43,2.525000,5.925000,118,50,0.000000
44,2.575000,5.925000,118,51,0.000761
45,2.525000,5.925000,118,50,0.000000
46,2.525000,5.975000,119,50,0.000000
47,2.475000,5.975000,119,49,0.008101
48,2.475000,5.925000,118,49,0.000000
49,2.475000,5.975000,119,49,0.000000
