step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.125000,4.825000,96,222,0.006946
1,11.175000,4.825000,96,223,0.000000
2,11.125000,4.825000,96,222,0.000000
3,11.075000,4.825000,96,221,0.000000
4,11.075000,4.775000,95,221,0.000000
5,11.075000,4.825000,96,221,0.000000
6,11.075000,4.775000,95,221,0.014753
7,11.075000,4.725000,94,221,0.000536
8,11.075000,4.675000,93,221,0.000000
9,11.075000,4.725000,94,221,0.000000
10,11.075000,4.775000,95,221,0.000000
11,11.075000,4.725000,94,221,0.008933
12,11.125000,4.725000,94,222,0.000000
13,11.125000,4.775000,95,222,0.000953
14,11.125000,4.825000,96,222,0.000000
15,11.125000,4.875000,97,222,0.000000
16,11.125000,4.825000,96,222,0.000987
17,11.075000,4.825000,96,221,0.000000
18,11.125000,4.825000,96,222,0.000000
19,11.125000,4.775000,95,222,0.000000
20,11.075000,4.775000,95,221,0.004855
21,11.075000,4.725000,94,221,0.000000
22,11.075000,4.675000,93,221,0.000000
23,11.075000,4.625000,92,221,0.017662
24,11.075000,4.575000,91,221,0.000000
25,11.075000,4.625000,92,221,0.012342
26,11.075000,4.675000,93,221,0.012109
27,11.075000,4.625000,92,221,0.000000
28,11.025000,4.625000,92,220,0.007387
29,11.025000,4.675000,93,220,0.000000
30,11.025000,4.725000,94,220,0.000058
31,11.025000,4.675000,93,220,0.000000
32,11.025000,4.625000,92,220,0.000000
33,10.975000,4.625000,92,219,0.000000
34,10.925000,4.625000,92,218,0.000000
35,10.925000,4.675000,93,218,0.008354
36,10.975000,4.675000,93,219,0.000000
37,11.025000,4.675000,93,220,0.022979
38,11.075000,4.675000,93,221,0.008827
39,11.075000,4.725000,94,221,0.000327
40,11.125000,4.725000,94,222,0.000000
41,11.075000,4.725000,94,221,0.013135
42,11.075000,4.675000,93,221,0.000000
43,11.075000,4.725000,94,221,0.000000
44,11.075000,4.775000,95,221,0.013551
45,11.075000,4.725000,94,221,0.002145
46,11.125000,4.725000,94,222,0.000000
47,11.125000,4.775000,95,222,0.007091
48,11.175000,4.775000,95,223,0.000000
49,11.125000,4.775000,95,222,0.007097
