step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.025000,8.975000,179,180,0.000000
1,8.975000,8.975000,179,179,0.001619
2,8.925000,8.975000,179,178,0.005477
3,8.925000,9.025000,180,178,0.000000
4,8.975000,9.025000,180,179,0.000000
5,8.925000,9.025000,180,178,0.000228
6,8.875000,9.025000,180,177,0.000000
7,8.825000,9.025000,180,176,0.000000
8,8.875000,9.025000,180,177,0.000798
9,8.825000,9.025000,180,176,0.000069
10,8.825000,9.075000,181,176,0.009904
11,8.875000,9.075000,181,177,0.000000
12,8.875000,9.025000,180,177,0.000000
13,8.875000,8.975000,179,177,0.000000
14,8.925000,8.975000,179,178,0.000000
15,8.925000,9.025000,180,178,0.000000
16,8.925000,9.075000,181,178,0.000000
17,8.925000,9.125000,182,178,0.008526
18,8.925000,9.075000,181,178,0.000000
19,8.975000,9.075000,181,179,0.000000
20,8.975000,9.025000,180,179,0.001649
21,9.025000,9.025000,180,180,0.006577
22,9.025000,9.075000,181,180,0.004313
23,8.975000,9.075000,181,179,0.000000
24,8.925000,9.075000,181,178,0.001073
25,8.925000,9.025000,180,178,0.000000
26,8.875000,9.025000,180,177,0.000000
27,8.925000,9.025000,180,178,0.014295
28,8.925000,8.975000,179,178,0.000000
29,8.925000,8.925000,178,178,0.000000
30,8.925000,8.975000,179,178,0.011146
31,8.925000,9.025000,180,178,0.000000
32,8.925000,8.975000,179,178,0.010985
33,8.975000,8.975000,179,179,0.000000
34,8.925000,8.975000,179,178,0.005843
35,8.925000,9.025000,180,178,0.006666
36,8.925000,8.975000,179,178,0.008157
37,8.975000,8.975000,179,179,0.000000
38,8.925000,8.975000,179,178,0.009074
39,8.925000,8.925000,178,178,0.000000
40,8.975000,8.925000,178,179,0.001651
41,9.025000,8.925000,178,180,0.006422
42,9.025000,8.975000,179,180,0.000000
43,9.025000,9.025000,180,180,0.000000
44,8.975000,9.025000,180,179,0.000000
45,9.025000,9.025000,180,180,0.000295
46,9.025000,8.975000,179,180,0.000000
47,9.075000,8.975000,179,181,0.002593
48,9.075000,8.925000,178,181,0.000000
49,9.075000,8.975000,179,181,0.005304
