step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.725000,3.775000,75,134,0.007947
1,6.675000,3.775000,75,133,0.000000
2,6.675000,3.825000,76,133,0.000000
3,6.675000,3.875000,77,133,0.008940
4,6.625000,3.875000,77,132,0.000000
5,6.625000,3.925000,78,132,0.000000
6,6.675000,3.925000,78,133,0.007393
7,6.675000,3.875000,77,133,0.000000
8,6.675000,3.925000,78,133,0.000000
9,6.675000,3.875000,77,133,0.000000
10,6.625000,3.875000,77,132,0.000000
11,6.625000,3.925000,78,132,0.010929
12,6.625000,3.975000,79,132,0.000000
13,6.575000,3.975000,79,131,0.000000
14,6.575000,4.025000,80,131,0.000000
15,6.525000,4.025000,80,130,0.010421
16,6.475000,4.025000,80,129,0.001533
17,6.475000,4.075000,81,129,0.002117
18,6.425000,4.075000,81,128,0.000000
19,6.375000,4.075000,81,127,0.000000
20,6.325000,4.075000,81,126,0.007606
21,6.325000,4.125000,82,126,0.000000
22,6.325000,4.175000,83,126,0.000000
23,6.325000,4.225000,84,126,0.003653
24,6.325000,4.175000,83,126,0.020001
25,6.325000,4.225000,84,126,0.000000
26,6.275000,4.225000,84,125,0.008636
27,6.325000,4.225000,84,126,0.000000
28,6.275000,4.225000,84,125,0.002090
29,6.275000,4.275000,85,125,0.016893
30,6.225000,4.275000,85,124,0.000000
31,6.225000,4.325000,86,124,0.012201
32,6.225000,4.375000,87,124,0.000000
33,6.175000,4.375000,87,123,0.001994
34,6.125000,4.375000,87,122,0.000561
35,6.125000,4.425000,88,122,0.003789
36,6.125000,4.475000,89,122,0.013170
37,6.075000,4.475000,89,121,0.001515
38,6.025000,4.475000,89,120,0.003930
39,5.975000,4.475000,89,119,0.011048
40,5.975000,4.525000,90,119,0.000000
41,6.025000,4.525000,90,120,0.009040
42,6.025000,4.575000,91,120,0.000000
43,5.975000,4.575000,91,119,0.000000
44,5.925000,4.575000,91,118,0.000000
45,5.925000,4.625000,92,118,0.003851
46,5.925000,4.675000,93,118,0.000000
47,5.875000,4.675000,93,117,0.000000
48,5.875000,4.725000,94,117,0.001739
49,5.825000,4.725000,94,116,0.008488
