step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.175000,0.475000,9,163,0.000000
1,8.125000,0.475000,9,162,0.000653
2,8.175000,0.475000,9,163,0.000000
3,8.225000,0.475000,9,164,0.000000
4,8.225000,0.525000,10,164,0.000000
5,8.175000,0.525000,10,163,0.008013
6,8.175000,0.475000,9,163,0.001887
7,8.175000,0.525000,10,163,0.001071
8,8.125000,0.525000,10,162,0.016509
9,8.125000,0.575000,11,162,0.000000
10,8.175000,0.575000,11,163,0.011886
11,8.175000,0.625000,12,163,0.003446
12,8.175000,0.675000,13,163,0.000000
13,8.175000,0.625000,12,163,0.000000
14,8.175000,0.575000,11,163,0.004797
15,8.125000,0.575000,11,162,0.000000
16,8.125000,0.525000,10,162,0.000000
17,8.125000,0.475000,9,162,0.000000
18,8.125000,0.525000,10,162,0.002657
19,8.125000,0.475000,9,162,0.003880
20,8.125000,0.425000,8,162,0.000000
21,8.125000,0.475000,9,162,0.002393
22,8.075000,0.475000,9,161,0.012288
23,8.025000,0.475000,9,160,0.014711
24,8.025000,0.525000,10,160,0.000000
25,8.025000,0.575000,11,160,0.020984
26,8.075000,0.575000,11,161,0.003046
27,8.025000,0.575000,11,160,0.000000
28,8.025000,0.625000,12,160,0.000000
29,8.025000,0.675000,13,160,0.013740
30,7.975000,0.675000,13,159,0.002121
31,7.975000,0.625000,12,159,0.001510
32,7.975000,0.575000,11,159,0.000000
33,7.975000,0.625000,12,159,0.004940
34,7.975000,0.675000,13,159,0.000000
35,7.975000,0.725000,14,159,0.003261
36,7.925000,0.725000,14,158,0.000000
37,7.925000,0.675000,13,158,0.000000
38,7.875000,0.675000,13,157,0.000000
39,7.825000,0.675000,13,156,0.016643
40,7.825000,0.725000,14,156,0.000000
41,7.775000,0.725000,14,155,0.019866
42,7.825000,0.725000,14,156,0.015516
43,7.775000,0.725000,14,155,0.003825
44,7.725000,0.725000,14,154,0.002676
45,7.675000,0.725000,14,153,0.001098
46,7.625000,0.725000,14,152,0.024527
47,7.625000,0.775000,15,152,0.001409
48,7.575000,0.775000,15,151,0.000000
49,7.575000,0.825000,16,151,0.000000
