step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.175000,9.425000,188,123,0.000000
1,6.125000,9.425000,188,122,0.000000
2,6.175000,9.425000,188,123,0.000000
3,6.125000,9.425000,188,122,0.000000
4,6.075000,9.425000,188,121,0.000000
5,6.025000,9.425000,188,120,0.000000
6,5.975000,9.425000,188,119,0.000000
7,5.975000,9.375000,187,119,0.017226
8,5.975000,9.325000,186,119,0.000000
9,5.975000,9.275000,185,119,0.010818
10,5.975000,9.225000,184,119,0.000000
11,5.975000,9.175000,183,119,0.006897
12,5.975000,9.125000,182,119,0.004061
13,5.975000,9.075000,181,119,0.009958
14,5.975000,9.025000,180,119,0.000000
15,5.975000,8.975000,179,119,0.000000
16,5.925000,8.975000,179,118,0.006722
17,5.925000,8.925000,178,118,0.000000
18,5.925000,8.875000,177,118,0.000000
19,5.925000,8.825000,176,118,0.000000
20,5.925000,8.875000,177,118,0.000000
21,5.925000,8.825000,176,118,0.000000
22,5.875000,8.825000,176,117,0.000000
23,5.875000,8.875000,177,117,0.002898
24,5.825000,8.875000,177,116,0.006954
25,5.825000,8.825000,176,116,0.000000
26,5.825000,8.775000,175,116,0.009890
27,5.825000,8.825000,176,116,0.007201
28,5.825000,8.775000,175,116,0.025455
29,5.825000,8.725000,174,116,0.004541
30,5.825000,8.675000,173,116,0.000000
31,5.825000,8.625000,172,116,0.000000
32,5.825000,8.575000,171,116,0.000151
33,5.775000,8.575000,171,115,0.003145
34,5.775000,8.525000,170,115,0.000000
35,5.775000,8.575000,171,115,0.006154
36,5.775000,8.625000,172,115,0.007758
37,5.775000,8.575000,171,115,0.000000
38,5.725000,8.575000,171,114,0.010273
39,5.725000,8.525000,170,114,0.001265
40,5.725000,8.475000,169,114,0.000000
41,5.725000,8.425000,168,114,0.007592
42,5.725000,8.375000,167,114,0.002808
43,5.725000,8.325000,166,114,0.016658
44,5.725000,8.275000,165,114,0.006193
45,5.725000,8.225000,164,114,0.005369
46,5.725000,8.175000,163,114,0.000000
47,5.725000,8.125000,162,114,0.008866
48,5.725000,8.075000,161,114,0.000000
49,5.725000,8.025000,160,114,0.000000
