step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,5.675000,10.925000,218,113,0.000000
1,5.675000,10.875000,217,113,0.000557
2,5.625000,10.875000,217,112,0.003553
3,5.675000,10.875000,217,113,0.000000
4,5.675000,10.825000,216,113,0.000000
5,5.625000,10.825000,216,112,0.000000
6,5.575000,10.825000,216,111,0.012032
7,5.525000,10.825000,216,110,0.000000
8,5.575000,10.825000,216,111,0.013380
9,5.575000,10.875000,217,111,0.000000
10,5.575000,10.825000,216,111,0.001018
11,5.575000,10.875000,217,111,0.000000
12,5.525000,10.875000,217,110,0.000000
13,5.475000,10.875000,217,109,0.015704
14,5.425000,10.875000,217,108,0.000000
15,5.425000,10.825000,216,108,0.000000
16,5.425000,10.775000,215,108,0.000000
17,5.375000,10.775000,215,107,0.009304
18,5.375000,10.725000,214,107,0.016144
19,5.375000,10.675000,213,107,0.000000
20,5.325000,10.675000,213,106,0.005551
21,5.325000,10.625000,212,106,0.010847
22,5.275000,10.625000,212,105,0.007888
23,5.325000,10.625000,212,106,0.000000
24,5.275000,10.625000,212,105,0.010100
25,5.275000,10.675000,213,105,0.014848
26,5.275000,10.725000,214,105,0.007654
27,5.275000,10.775000,215,105,0.000938
28,5.275000,10.825000,216,105,0.003386
29,5.325000,10.825000,216,106,0.000000
30,5.275000,10.825000,216,105,0.000000
31,5.325000,10.825000,216,106,0.017117
32,5.325000,10.875000,217,106,0.000000
33,5.275000,10.875000,217,105,0.000000
34,5.275000,10.925000,218,105,0.020911
35,5.275000,10.875000,217,105,0.001046
36,5.325000,10.875000,217,106,0.000000
37,5.325000,10.825000,216,106,0.000000
38,5.275000,10.825000,216,105,0.009849
39,5.275000,10.875000,217,105,0.000000
40,5.275000,10.825000,216,105,0.000000
41,5.275000,10.875000,217,105,0.016894
42,5.275000,10.825000,216,105,0.000000
43,5.325000,10.825000,216,106,0.002695
44,5.375000,10.825000,216,107,0.009205
45,5.375000,10.875000,217,107,0.000497
46,5.375000,10.825000,216,107,0.000395
47,5.425000,10.825000,216,108,0.002076
48,5.425000,10.775000,215,108,0.000291
49,5.425000,10.725000,214,108,0.013959
