step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,10.475000,10.125000,202,209,0.075302
1,10.525000,10.125000,202,210,0.079520
2,10.525000,10.075000,201,210,0.111473
3,10.525000,10.025000,200,210,0.109352
4,10.575000,10.025000,200,211,0.127787
5,10.575000,9.975000,199,211,0.106091
6,10.575000,9.925000,198,211,0.119240
7,10.575000,9.875000,197,211,0.146263
8,10.575000,9.825000,196,211,0.129990
9,10.525000,9.825000,196,210,0.123686
10,10.525000,9.775000,195,210,0.143731
11,10.525000,9.725000,194,210,0.141630
12,10.525000,9.675000,193,210,0.136056
13,10.525000,9.625000,192,210,0.169003
14,10.575000,9.625000,192,211,0.162364
15,10.575000,9.575000,191,211,0.186705
16,10.575000,9.525000,190,211,0.177031
17,10.525000,9.525000,190,210,0.170299
18,10.525000,9.575000,191,210,0.160658
19,10.525000,9.525000,190,210,0.178093
20,10.525000,9.475000,189,210,0.176137
21,10.525000,9.525000,190,210,0.183843
22,10.525000,9.475000,189,210,0.189593
23,10.575000,9.475000,189,211,0.185277
24,10.575000,9.425000,188,211,0.197549
25,10.575000,9.375000,187,211,0.189598
26,10.575000,9.325000,186,211,0.217648
27,10.575000,9.275000,185,211,0.223743
28,10.575000,9.225000,184,211,0.223118
29,10.575000,9.275000,185,211,0.219002
30,10.575000,9.325000,186,211,0.206311
31,10.575000,9.375000,187,211,0.202448
32,10.575000,9.325000,186,211,0.217104
33,10.575000,9.275000,185,211,0.208972
34,10.525000,9.275000,185,210,0.218503
35,10.575000,9.275000,185,211,0.203819
36,10.575000,9.225000,184,211,0.235271
37,10.625000,9.225000,184,212,0.246195
38,10.675000,9.225000,184,213,0.248475
39,10.675000,9.175000,183,213,0.268144
40,10.675000,9.125000,182,213,0.264372
41,10.675000,9.075000,181,213,0.293809
42,10.675000,9.025000,180,213,0.276630
43,10.675000,8.975000,179,213,0.288120
44,10.675000,8.925000,178,213,0.304608
45,10.675000,8.875000,177,213,0.309209
46,10.725000,8.875000,177,214,0.332353
47,10.725000,8.825000,176,214,0.343845
48,10.725000,8.775000,175,214,0.351853
49,10.725000,8.825000,176,214,0.349302
