step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,0.475000,0.225000,4,9,0.002680
1,0.475000,0.175000,3,9,0.006291
2,0.475000,0.125000,2,9,0.012909
3,0.475000,0.175000,3,9,0.005078
4,0.475000,0.225000,4,9,0.000000
5,0.475000,0.175000,3,9,0.000000
6,0.475000,0.225000,4,9,0.000000
7,0.475000,0.275000,5,9,0.003845
8,0.475000,0.225000,4,9,0.000000
9,0.475000,0.275000,5,9,0.000000
10,0.425000,0.275000,5,8,0.007651
11,0.425000,0.325000,6,8,0.011731
12,0.425000,0.375000,7,8,0.000000
13,0.375000,0.375000,7,7,0.000000
14,0.425000,0.375000,7,8,0.000000
15,0.475000,0.375000,7,9,0.008375
16,0.525000,0.375000,7,10,0.000000
17,0.575000,0.375000,7,11,0.000000
18,0.575000,0.425000,8,11,0.000000
19,0.625000,0.425000,8,12,0.000000
20,0.675000,0.425000,8,13,0.002045
21,0.675000,0.475000,9,13,0.004459
22,0.725000,0.475000,9,14,0.000000
23,0.775000,0.475000,9,15,0.008186
24,0.825000,0.475000,9,16,0.002949
25,0.875000,0.475000,9,17,0.006092
26,0.925000,0.475000,9,18,0.000000
27,0.925000,0.425000,8,18,0.003018
28,0.925000,0.475000,9,18,0.000000
29,0.975000,0.475000,9,19,0.006651
30,1.025000,0.475000,9,20,0.015765
31,1.075000,0.475000,9,21,0.000000
32,1.125000,0.475000,9,22,0.014948
33,1.125000,0.525000,10,22,0.000000
34,1.125000,0.575000,11,22,0.001395
35,1.175000,0.575000,11,23,0.009354
36,1.225000,0.575000,11,24,0.015098
37,1.275000,0.575000,11,25,0.000311
38,1.225000,0.575000,11,24,0.000357
39,1.225000,0.525000,10,24,0.015196
40,1.225000,0.475000,9,24,0.006950
41,1.275000,0.475000,9,25,0.002106
42,1.325000,0.475000,9,26,0.000000
43,1.375000,0.475000,9,27,0.018241
44,1.375000,0.425000,8,27,0.000000
45,1.375000,0.475000,9,27,0.009750
46,1.375000,0.425000,8,27,0.000000
47,1.375000,0.475000,9,27,0.017243
48,1.425000,0.475000,9,28,0.015487
49,1.475000,0.475000,9,29,0.007766
