step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.175000,12.525000,250,223,0.000000
1,11.225000,12.525000,250,224,0.000000
2,11.275000,12.525000,250,225,0.007996
3,11.275000,12.475000,249,225,0.000000
4,11.325000,12.475000,249,226,0.018689
5,11.325000,12.425000,248,226,0.008229
6,11.325000,12.375000,247,226,0.000000
7,11.325000,12.325000,246,226,0.000000
8,11.375000,12.325000,246,227,0.011267
9,11.375000,12.275000,245,227,0.008245
10,11.375000,12.225000,244,227,0.012676
11,11.375000,12.175000,243,227,0.000000
12,11.325000,12.175000,243,226,0.000000
13,11.325000,12.225000,244,226,0.015632
14,11.325000,12.175000,243,226,0.008168
15,11.325000,12.125000,242,226,0.000000
16,11.325000,12.075000,241,226,0.000000
17,11.325000,12.025000,240,226,0.000026
18,11.325000,12.075000,241,226,0.000000
19,11.325000,12.025000,240,226,0.013100
20,11.325000,12.075000,241,226,0.000000
21,11.325000,12.025000,240,226,0.000000
22,11.325000,11.975000,239,226,0.000000
23,11.325000,11.925000,238,226,0.009102
24,11.325000,11.875000,237,226,0.004379
25,11.325000,11.825000,236,226,0.002954
26,11.325000,11.775000,235,226,0.000000
27,11.325000,11.725000,234,226,0.016957
28,11.325000,11.675000,233,226,0.010299
29,11.275000,11.675000,233,225,0.000000
30,11.325000,11.675000,233,226,0.000000
31,11.325000,11.725000,234,226,0.000000
32,11.275000,11.725000,234,225,0.000000
33,11.225000,11.725000,234,224,0.000000
34,11.275000,11.725000,234,225,0.029639
35,11.275000,11.775000,235,225,0.000000
36,11.275000,11.825000,236,225,0.020091
37,11.275000,11.775000,235,225,0.004582
38,11.225000,11.775000,235,224,0.002585
39,11.175000,11.775000,235,223,0.000000
40,11.175000,11.725000,234,223,0.000000
41,11.175000,11.675000,233,223,0.000000
42,11.125000,11.675000,233,222,0.000000
43,11.075000,11.675000,233,221,0.001977
44,11.025000,11.675000,233,220,0.014341
45,10.975000,11.675000,233,219,0.012895
46,10.925000,11.675000,233,218,0.000000
47,10.875000,11.675000,233,217,0.016365
48,10.825000,11.675000,233,216,0.000000
49,10.775000,11.675000,233,215,0.000000
