step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.275000,6.475000,129,165,0.008655
1,8.275000,6.425000,128,165,0.005926
2,8.275000,6.375000,127,165,0.000000
3,8.275000,6.325000,126,165,0.002465
4,8.275000,6.275000,125,165,0.000000
5,8.275000,6.325000,126,165,0.000000
6,8.275000,6.375000,127,165,0.000000
7,8.275000,6.325000,126,165,0.000000
8,8.325000,6.325000,126,166,0.000000
9,8.325000,6.375000,127,166,0.000000
10,8.325000,6.425000,128,166,0.000000
11,8.375000,6.425000,128,167,0.000000
12,8.425000,6.425000,128,168,0.000000
13,8.375000,6.425000,128,167,0.004922
14,8.375000,6.375000,127,167,0.006224
15,8.425000,6.375000,127,168,0.000000
16,8.425000,6.325000,126,168,0.002160
17,8.425000,6.275000,125,168,0.000000
18,8.375000,6.275000,125,167,0.000000
19,8.425000,6.275000,125,168,0.007776
20,8.425000,6.325000,126,168,0.016726
21,8.375000,6.325000,126,167,0.014672
22,8.375000,6.375000,127,167,0.001868
23,8.375000,6.425000,128,167,0.000000
24,8.375000,6.475000,129,167,0.000000
25,8.375000,6.525000,130,167,0.012425
26,8.325000,6.525000,130,166,0.011322
27,8.375000,6.525000,130,167,0.005575
28,8.375000,6.475000,129,167,0.000000
29,8.375000,6.425000,128,167,0.000000
30,8.375000,6.475000,129,167,0.005237
31,8.375000,6.525000,130,167,0.000000
32,8.375000,6.575000,131,167,0.003681
33,8.325000,6.575000,131,166,0.006066
34,8.275000,6.575000,131,165,0.009615
35,8.275000,6.525000,130,165,0.000000
36,8.275000,6.475000,129,165,0.000000
37,8.275000,6.425000,128,165,0.000000
38,8.275000,6.375000,127,165,0.000352
39,8.225000,6.375000,127,164,0.003521
40,8.175000,6.375000,127,163,0.004966
41,8.225000,6.375000,127,164,0.005662
42,8.175000,6.375000,127,163,0.002552
43,8.175000,6.325000,126,163,0.004002
44,8.175000,6.375000,127,163,0.014042
45,8.125000,6.375000,127,162,0.002760
46,8.125000,6.325000,126,162,0.000000
47,8.075000,6.325000,126,161,0.000000
48,8.075000,6.375000,127,161,0.000000
49,8.025000,6.375000,127,160,0.000000
