step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.075000,10.675000,213,41,0.006023
1,2.125000,10.675000,213,42,0.000000
2,2.075000,10.675000,213,41,0.010144
3,2.075000,10.725000,214,41,0.016974
4,2.075000,10.775000,215,41,0.017262
5,2.075000,10.725000,214,41,0.018533
6,2.075000,10.675000,213,41,0.008094
7,2.075000,10.725000,214,41,0.001502
8,2.025000,10.725000,214,40,0.000000
9,2.025000,10.775000,215,40,0.019858
10,2.075000,10.775000,215,41,0.002059
11,2.025000,10.775000,215,40,0.004305
12,1.975000,10.775000,215,39,0.000000
13,1.975000,10.825000,216,39,0.018463
14,1.925000,10.825000,216,38,0.003177
15,1.925000,10.775000,215,38,0.000000
16,1.975000,10.775000,215,39,0.012929
17,1.925000,10.775000,215,38,0.006135
18,1.925000,10.725000,214,38,0.014391
19,1.875000,10.725000,214,37,0.009940
20,1.875000,10.675000,213,37,0.017610
21,1.875000,10.725000,214,37,0.000000
22,1.875000,10.675000,213,37,0.002519
23,1.825000,10.675000,213,36,0.000421
24,1.825000,10.725000,214,36,0.000000
25,1.825000,10.775000,215,36,0.000000
26,1.775000,10.775000,215,35,0.000000
27,1.775000,10.725000,214,35,0.000000
28,1.825000,10.725000,214,36,0.000000
29,1.775000,10.725000,214,35,0.000000
30,1.775000,10.775000,215,35,0.006700
31,1.825000,10.775000,215,36,0.004345
32,1.775000,10.775000,215,35,0.003340
33,1.725000,10.775000,215,34,0.021462
34,1.775000,10.775000,215,35,0.009943
35,1.825000,10.775000,215,36,0.007523
36,1.825000,10.725000,214,36,0.001192
37,1.825000,10.775000,215,36,0.000000
38,1.825000,10.825000,216,36,0.000000
39,1.825000,10.875000,217,36,0.020517
40,1.775000,10.875000,217,35,0.003550
41,1.825000,10.875000,217,36,0.015466
42,1.875000,10.875000,217,37,0.000000
43,1.825000,10.875000,217,36,0.012064
44,1.875000,10.875000,217,37,0.000000
45,1.825000,10.875000,217,36,0.000000
46,1.875000,10.875000,217,37,0.005531
47,1.825000,10.875000,217,36,0.010671
48,1.775000,10.875000,217,35,0.010722
49,1.825000,10.875000,217,36,0.000735
