step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.775000,2.475000,49,135,0.025882
1,6.775000,2.525000,50,135,0.038523
2,6.775000,2.575000,51,135,0.035755
3,6.775000,2.625000,52,135,0.028640
4,6.775000,2.675000,53,135,0.042022
5,6.775000,2.625000,52,135,0.008467
6,6.775000,2.675000,53,135,0.032311
7,6.775000,2.725000,54,135,0.057176
8,6.775000,2.775000,55,135,0.039928
9,6.775000,2.825000,56,135,0.049466
10,6.775000,2.875000,57,135,0.039429
11,6.775000,2.925000,58,135,0.035195
12,6.775000,2.975000,59,135,0.058248
13,6.825000,2.975000,59,136,0.044906
14,6.825000,3.025000,60,136,0.055847
15,6.825000,3.075000,61,136,0.058926
16,6.825000,3.125000,62,136,0.055727
17,6.825000,3.175000,63,136,0.068985
18,6.825000,3.225000,64,136,0.065497
19,6.875000,3.225000,64,137,0.080573
20,6.875000,3.175000,63,137,0.081599
21,6.875000,3.225000,64,137,0.075168
22,6.925000,3.225000,64,138,0.093791
23,6.925000,3.275000,65,138,0.070326
24,6.925000,3.325000,66,138,0.079515
25,6.925000,3.375000,67,138,0.101128
26,6.925000,3.325000,66,138,0.079886
27,6.925000,3.375000,67,138,0.072428
28,6.925000,3.425000,68,138,0.101966
29,6.925000,3.475000,69,138,0.106597
30,6.925000,3.525000,70,138,0.112678
31,6.925000,3.575000,71,138,0.107216
32,6.925000,3.625000,72,138,0.135486
33,6.975000,3.625000,72,139,0.129421
34,6.925000,3.625000,72,138,0.112273
35,6.925000,3.575000,71,138,0.127755
36,6.925000,3.625000,72,138,0.098161
37,6.925000,3.675000,73,138,0.106506
38,6.925000,3.725000,74,138,0.136346
39,6.925000,3.775000,75,138,0.130384
40,6.925000,3.825000,76,138,0.142032
41,6.925000,3.875000,77,138,0.170591
42,6.925000,3.925000,78,138,0.154526
43,6.925000,3.975000,79,138,0.170052
44,6.925000,3.925000,78,138,0.157889
45,6.925000,3.975000,79,138,0.158373
46,6.925000,3.925000,78,138,0.149223
47,6.925000,3.975000,79,138,0.170545
48,6.925000,4.025000,80,138,0.159676
49,6.975000,4.025000,80,139,0.171326
