step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.425000,11.775000,235,28,0.000000
1,1.425000,11.725000,234,28,0.000000
2,1.475000,11.725000,234,29,0.003654
3,1.475000,11.775000,235,29,0.009314
4,1.475000,11.725000,234,29,0.016787
5,1.525000,11.725000,234,30,0.000000
6,1.475000,11.725000,234,29,0.007269
7,1.475000,11.775000,235,29,0.000000
8,1.475000,11.725000,234,29,0.000000
9,1.475000,11.775000,235,29,0.000000
10,1.425000,11.775000,235,28,0.006101
11,1.425000,11.725000,234,28,0.006857
12,1.475000,11.725000,234,29,0.000000
13,1.475000,11.775000,235,29,0.000000
14,1.475000,11.725000,234,29,0.009764
15,1.475000,11.775000,235,29,0.006609
16,1.475000,11.725000,234,29,0.000000
17,1.475000,11.675000,233,29,0.000237
18,1.475000,11.625000,232,29,0.018262
19,1.425000,11.625000,232,28,0.000000
20,1.375000,11.625000,232,27,0.000000
21,1.375000,11.675000,233,27,0.014020
22,1.375000,11.625000,232,27,0.005475
23,1.375000,11.675000,233,27,0.000000
24,1.375000,11.725000,234,27,0.000000
25,1.375000,11.775000,235,27,0.024755
26,1.375000,11.825000,236,27,0.008192
27,1.375000,11.875000,237,27,0.000000
28,1.325000,11.875000,237,26,0.000000
29,1.325000,11.825000,236,26,0.010826
30,1.325000,11.875000,237,26,0.000000
31,1.275000,11.875000,237,25,0.003582
32,1.325000,11.875000,237,26,0.002821
33,1.275000,11.875000,237,25,0.000000
34,1.275000,11.825000,236,25,0.000000
35,1.275000,11.775000,235,25,0.003936
36,1.225000,11.775000,235,24,0.005325
37,1.175000,11.775000,235,23,0.000000
38,1.225000,11.775000,235,24,0.000000
39,1.175000,11.775000,235,23,0.003075
40,1.125000,11.775000,235,22,0.000000
41,1.125000,11.725000,234,22,0.000000
42,1.075000,11.725000,234,21,0.000000
43,1.125000,11.725000,234,22,0.000000
44,1.125000,11.675000,233,22,0.009887
45,1.125000,11.725000,234,22,0.000000
46,1.125000,11.775000,235,22,0.011963
47,1.125000,11.825000,236,22,0.004302
48,1.175000,11.825000,236,23,0.000242
49,1.225000,11.825000,236,24,0.009716
