step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,12.175000,6.875000,137,243,0.006332
1,12.225000,6.875000,137,244,0.000000
2,12.175000,6.875000,137,243,0.000000
3,12.175000,6.825000,136,243,0.000000
4,12.175000,6.875000,137,243,0.000000
5,12.225000,6.875000,137,244,0.017350
6,12.175000,6.875000,137,243,0.000000
7,12.175000,6.925000,138,243,0.005485
8,12.175000,6.875000,137,243,0.000000
9,12.225000,6.875000,137,244,0.000000
10,12.175000,6.875000,137,243,0.013336
11,12.225000,6.875000,137,244,0.000000
12,12.175000,6.875000,137,243,0.000000
13,12.175000,6.925000,138,243,0.006050
14,12.175000,6.975000,139,243,0.000000
15,12.225000,6.975000,139,244,0.000000
16,12.225000,6.925000,138,244,0.001984
17,12.175000,6.925000,138,243,0.000506
18,12.175000,6.875000,137,243,0.000000
19,12.175000,6.925000,138,243,0.006166
20,12.225000,6.925000,138,244,0.003945
21,12.275000,6.925000,138,245,0.003874
22,12.225000,6.925000,138,244,0.008999
23,12.225000,6.875000,137,244,0.000000
24,12.175000,6.875000,137,243,0.000000
25,12.125000,6.875000,137,242,0.000222
26,12.075000,6.875000,137,241,0.000000
27,12.125000,6.875000,137,242,0.000449
28,12.125000,6.925000,138,242,0.000000
29,12.125000,6.875000,137,242,0.000000
30,12.075000,6.875000,137,241,0.000000
31,12.075000,6.825000,136,241,0.000000
32,12.075000,6.875000,137,241,0.023768
33,12.125000,6.875000,137,242,0.027527
34,12.125000,6.925000,138,242,0.013115
35,12.125000,6.875000,137,242,0.003380
36,12.175000,6.875000,137,243,0.003331
37,12.175000,6.925000,138,243,0.015244
38,12.125000,6.925000,138,242,0.008226
39,12.075000,6.925000,138,241,0.007516
40,12.075000,6.875000,137,241,0.007645
41,12.125000,6.875000,137,242,0.000000
42,12.125000,6.925000,138,242,0.000000
43,12.125000,6.875000,137,242,0.006371
44,12.125000,6.825000,136,242,0.011590
45,12.075000,6.825000,136,241,0.000000
46,12.125000,6.825000,136,242,0.004493
47,12.125000,6.775000,135,242,0.000000
48,12.125000,6.825000,136,242,0.011581
49,12.125000,6.875000,137,242,0.014649
