step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.475000,6.025000,120,229,0.014909
1,11.475000,6.075000,121,229,0.020086
2,11.475000,6.125000,122,229,0.000000
3,11.475000,6.175000,123,229,0.010110
4,11.425000,6.175000,123,228,0.015617
5,11.375000,6.175000,123,227,0.022140
6,11.375000,6.225000,124,227,0.019775
7,11.325000,6.225000,124,226,0.000000
8,11.325000,6.275000,125,226,0.028438
9,11.275000,6.275000,125,225,0.018158
10,11.225000,6.275000,125,224,0.026402
11,11.225000,6.325000,126,224,0.020473
12,11.175000,6.325000,126,223,0.020599
13,11.125000,6.325000,126,222,0.033840
14,11.125000,6.375000,127,222,0.023906
15,11.075000,6.375000,127,221,0.030070
16,11.025000,6.375000,127,220,0.021825
17,11.025000,6.425000,128,220,0.027384
18,10.975000,6.425000,128,219,0.022862
19,10.925000,6.425000,128,218,0.028099
20,10.875000,6.425000,128,217,0.029566
21,10.825000,6.425000,128,216,0.031704
22,10.825000,6.475000,129,216,0.019532
23,10.775000,6.475000,129,215,0.044463
24,10.825000,6.475000,129,216,0.025427
25,10.775000,6.475000,129,215,0.028977
26,10.725000,6.475000,129,214,0.022784
27,10.675000,6.475000,129,213,0.051974
28,10.625000,6.475000,129,212,0.060511
29,10.575000,6.475000,129,211,0.059870
30,10.525000,6.475000,129,210,0.053230
31,10.475000,6.475000,129,209,0.049734
32,10.475000,6.525000,130,209,0.071745
33,10.475000,6.575000,131,209,0.076092
34,10.525000,6.575000,131,210,0.044147
35,10.525000,6.625000,132,210,0.063794
36,10.475000,6.625000,132,209,0.065096
37,10.425000,6.625000,132,208,0.080598
38,10.425000,6.675000,133,208,0.068258
39,10.375000,6.675000,133,207,0.062080
40,10.325000,6.675000,133,206,0.098503
41,10.275000,6.675000,133,205,0.079749
42,10.225000,6.675000,133,204,0.086629
43,10.225000,6.625000,132,204,0.093062
44,10.225000,6.575000,131,204,0.090324
45,10.225000,6.525000,130,204,0.079920
46,10.225000,6.575000,131,204,0.092633
47,10.175000,6.575000,131,203,0.081694
48,10.125000,6.575000,131,202,0.105729
49,10.175000,6.575000,131,203,0.117147
