step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,5.575000,12.175000,243,111,0.047036
1,5.575000,12.125000,242,111,0.059508
2,5.525000,12.125000,242,110,0.082533
3,5.525000,12.075000,241,110,0.065568
4,5.525000,12.025000,240,110,0.052496
5,5.525000,12.075000,241,110,0.087175
6,5.525000,12.025000,240,110,0.072054
7,5.475000,12.025000,240,109,0.062903
8,5.475000,11.975000,239,109,0.073918
9,5.475000,12.025000,240,109,0.079707
10,5.475000,11.975000,239,109,0.080004
11,5.525000,11.975000,239,110,0.080600
12,5.525000,11.925000,238,110,0.088984
13,5.525000,11.975000,239,110,0.056600
14,5.525000,12.025000,240,110,0.053497
15,5.525000,12.075000,241,110,0.054193
16,5.525000,12.025000,240,110,0.055127
17,5.525000,11.975000,239,110,0.066282
18,5.525000,11.925000,238,110,0.075998
19,5.525000,11.975000,239,110,0.079142
20,5.525000,11.925000,238,110,0.075444
21,5.525000,11.975000,239,110,0.068934
22,5.525000,11.925000,238,110,0.091756
23,5.525000,11.875000,237,110,0.085769
24,5.525000,11.825000,236,110,0.082267
25,5.525000,11.775000,235,110,0.095706
26,5.475000,11.775000,235,109,0.090133
27,5.475000,11.725000,234,109,0.109273
28,5.475000,11.675000,233,109,0.134696
29,5.475000,11.625000,232,109,0.109420
30,5.475000,11.575000,231,109,0.127435
31,5.475000,11.525000,230,109,0.133913
32,5.475000,11.475000,229,109,0.133114
33,5.475000,11.425000,228,109,0.152362
34,5.525000,11.425000,228,110,0.153542
35,5.575000,11.425000,228,111,0.157282
36,5.575000,11.375000,227,111,0.153490
37,5.625000,11.375000,227,112,0.150379
38,5.625000,11.325000,226,112,0.160122
39,5.625000,11.275000,225,112,0.180878
40,5.625000,11.225000,224,112,0.150009
41,5.625000,11.175000,223,112,0.169874
42,5.675000,11.175000,223,113,0.179091
43,5.725000,11.175000,223,114,0.195801
44,5.725000,11.125000,222,114,0.179966
45,5.725000,11.175000,223,114,0.179186
46,5.725000,11.125000,222,114,0.178511
47,5.725000,11.075000,221,114,0.192760
48,5.675000,11.075000,221,113,0.199700
49,5.675000,11.125000,222,113,0.197313
