step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.825000,8.575000,171,156,0.019548
1,7.775000,8.575000,171,155,0.043547
2,7.825000,8.575000,171,156,0.027533
3,7.825000,8.625000,172,156,0.007372
4,7.875000,8.625000,172,157,0.002573
5,7.875000,8.675000,173,157,0.005102
6,7.825000,8.675000,173,156,0.010209
7,7.775000,8.675000,173,155,0.010734
8,7.725000,8.675000,173,154,0.000000
9,7.675000,8.675000,173,153,0.007183
10,7.625000,8.675000,173,152,0.005441
11,7.575000,8.675000,173,151,0.012963
12,7.525000,8.675000,173,150,0.020460
13,7.525000,8.625000,172,150,0.015553
14,7.475000,8.625000,172,149,0.022659
15,7.425000,8.625000,172,148,0.024224
16,7.375000,8.625000,172,147,0.000000
17,7.325000,8.625000,172,146,0.031956
18,7.275000,8.625000,172,145,0.011772
19,7.225000,8.625000,172,144,0.024913
20,7.175000,8.625000,172,143,0.010949
21,7.175000,8.575000,171,143,0.006348
22,7.125000,8.575000,171,142,0.013945
23,7.125000,8.625000,172,142,0.021838
24,7.125000,8.575000,171,142,0.021025
25,7.125000,8.525000,170,142,0.021468
26,7.075000,8.525000,170,141,0.033868
27,7.075000,8.475000,169,141,0.020310
28,7.075000,8.525000,170,141,0.045230
29,7.075000,8.475000,169,141,0.025168
30,7.025000,8.475000,169,140,0.017135
31,6.975000,8.475000,169,139,0.051922
32,6.975000,8.425000,168,139,0.023224
33,6.925000,8.425000,168,138,0.047603
34,6.925000,8.375000,167,138,0.035828
35,6.925000,8.425000,168,138,0.032653
36,6.875000,8.425000,168,137,0.040312
37,6.875000,8.375000,167,137,0.033220
38,6.875000,8.325000,166,137,0.036289
39,6.875000,8.275000,165,137,0.026949
40,6.825000,8.275000,165,136,0.035835
41,6.775000,8.275000,165,135,0.043309
42,6.725000,8.275000,165,134,0.041291
43,6.725000,8.225000,164,134,0.062124
44,6.725000,8.175000,163,134,0.051871
45,6.675000,8.175000,163,133,0.034570
46,6.625000,8.175000,163,132,0.080852
47,6.675000,8.175000,163,133,0.065041
48,6.675000,8.125000,162,133,0.085441
49,6.625000,8.125000,162,132,0.073082
