step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.425000,6.075000,121,48,0.016916
1,2.425000,6.125000,122,48,0.000846
2,2.425000,6.175000,123,48,0.000000
3,2.475000,6.175000,123,49,0.000000
4,2.525000,6.175000,123,50,0.000000
5,2.475000,6.175000,123,49,0.007861
6,2.475000,6.125000,122,49,0.000000
7,2.525000,6.125000,122,50,0.005185
8,2.575000,6.125000,122,51,0.007902
9,2.575000,6.175000,123,51,0.000000
10,2.575000,6.125000,122,51,0.010998
11,2.575000,6.075000,121,51,0.000055
12,2.625000,6.075000,121,52,0.000000
13,2.575000,6.075000,121,51,0.000000
14,2.625000,6.075000,121,52,0.000000
15,2.625000,6.025000,120,52,0.000000
16,2.625000,6.075000,121,52,0.004438
17,2.675000,6.075000,121,53,0.006022
18,2.725000,6.075000,121,54,0.023971
19,2.725000,6.025000,120,54,0.004553
20,2.675000,6.025000,120,53,0.010775
21,2.725000,6.025000,120,54,0.000000
22,2.775000,6.025000,120,55,0.009249
23,2.825000,6.025000,120,56,0.000000
24,2.875000,6.025000,120,57,0.000000
25,2.925000,6.025000,120,58,0.000368
26,2.875000,6.025000,120,57,0.006902
27,2.925000,6.025000,120,58,0.009769
28,2.875000,6.025000,120,57,0.000000
29,2.925000,6.025000,120,58,0.008782
30,2.925000,5.975000,119,58,0.000690
31,2.875000,5.975000,119,57,0.000000
32,2.875000,6.025000,120,57,0.007528
33,2.875000,5.975000,119,57,0.000000
34,2.875000,5.925000,118,57,0.000000
35,2.875000,5.975000,119,57,0.000000
36,2.925000,5.975000,119,58,0.000000
37,2.875000,5.975000,119,57,0.000000
38,2.925000,5.975000,119,58,0.000000
39,2.875000,5.975000,119,57,0.022822
40,2.925000,5.975000,119,58,0.000000
41,2.975000,5.975000,119,59,0.008171
42,2.975000,6.025000,120,59,0.000000
43,3.025000,6.025000,120,60,0.017664
44,2.975000,6.025000,120,59,0.000000
45,2.975000,5.975000,119,59,0.000000
46,3.025000,5.975000,119,60,0.011064
47,3.025000,6.025000,120,60,0.003102
48,3.025000,5.975000,119,60,0.008049
49,2.975000,5.975000,119,59,0.004694
