step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.925000,2.175000,43,238,0.000000
1,11.875000,2.175000,43,237,0.003280
2,11.825000,2.175000,43,236,0.001643
3,11.775000,2.175000,43,235,0.000000
4,11.725000,2.175000,43,234,0.000000
5,11.675000,2.175000,43,233,0.000000
6,11.625000,2.175000,43,232,0.000000
7,11.575000,2.175000,43,231,0.000733
8,11.525000,2.175000,43,230,0.000000
9,11.475000,2.175000,43,229,0.000000
10,11.425000,2.175000,43,228,0.005035
11,11.425000,2.225000,44,228,0.018375
12,11.375000,2.225000,44,227,0.017667
13,11.375000,2.275000,45,227,0.000000
14,11.325000,2.275000,45,226,0.014214
15,11.275000,2.275000,45,225,0.000000
16,11.225000,2.275000,45,224,0.016333
17,11.225000,2.225000,44,224,0.017865
18,11.275000,2.225000,44,225,0.009618
19,11.275000,2.275000,45,225,0.000241
20,11.225000,2.275000,45,224,0.015249
21,11.175000,2.275000,45,223,0.012686
22,11.125000,2.275000,45,222,0.020197
23,11.075000,2.275000,45,221,0.001662
24,11.025000,2.275000,45,220,0.000000
25,10.975000,2.275000,45,219,0.011328
26,10.925000,2.275000,45,218,0.000000
27,10.875000,2.275000,45,217,0.005440
28,10.925000,2.275000,45,218,0.000000
29,10.875000,2.275000,45,217,0.000810
30,10.875000,2.225000,44,217,0.001909
31,10.825000,2.225000,44,216,0.000112
32,10.775000,2.225000,44,215,0.002729
33,10.725000,2.225000,44,214,0.000000
34,10.675000,2.225000,44,213,0.001358
35,10.625000,2.225000,44,212,0.002968
36,10.575000,2.225000,44,211,0.000000
37,10.625000,2.225000,44,212,0.000000
38,10.625000,2.175000,43,212,0.008369
39,10.575000,2.175000,43,211,0.000000
40,10.525000,2.175000,43,210,0.000000
41,10.525000,2.125000,42,210,0.000000
42,10.475000,2.125000,42,209,0.001840
43,10.525000,2.125000,42,210,0.000000
44,10.525000,2.075000,41,210,0.000000
45,10.475000,2.075000,41,209,0.013557
46,10.425000,2.075000,41,208,0.000000
47,10.425000,2.025000,40,208,0.000000
48,10.375000,2.025000,40,207,0.000000
49,10.325000,2.025000,40,206,0.009446
