step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.075000,0.325000,6,141,0.000000
1,7.075000,0.275000,5,141,0.006573
2,7.075000,0.325000,6,141,0.000000
3,7.075000,0.375000,7,141,0.022997
4,7.075000,0.425000,8,141,0.000000
5,7.125000,0.425000,8,142,0.000000
6,7.125000,0.475000,9,142,0.000000
7,7.125000,0.525000,10,142,0.005421
8,7.125000,0.575000,11,142,0.000000
9,7.125000,0.625000,12,142,0.026177
10,7.125000,0.675000,13,142,0.000000
11,7.125000,0.725000,14,142,0.000820
12,7.125000,0.775000,15,142,0.018822
13,7.125000,0.725000,14,142,0.000000
14,7.125000,0.775000,15,142,0.021784
15,7.075000,0.775000,15,141,0.000000
16,7.075000,0.825000,16,141,0.000000
17,7.075000,0.875000,17,141,0.000000
18,7.075000,0.825000,16,141,0.021065
19,7.075000,0.875000,17,141,0.000000
20,7.075000,0.825000,16,141,0.006142
21,7.075000,0.775000,15,141,0.000000
22,7.075000,0.825000,16,141,0.000000
23,7.075000,0.875000,17,141,0.004781
24,7.075000,0.925000,18,141,0.000000
25,7.075000,0.975000,19,141,0.008687
26,7.075000,1.025000,20,141,0.004831
27,7.075000,1.075000,21,141,0.000000
28,7.075000,1.125000,22,141,0.000000
29,7.075000,1.175000,23,141,0.003142
30,7.075000,1.225000,24,141,0.000000
31,7.075000,1.275000,25,141,0.000000
32,7.075000,1.325000,26,141,0.000595
33,7.075000,1.375000,27,141,0.000000
34,7.075000,1.425000,28,141,0.010689
35,7.075000,1.475000,29,141,0.000000
36,7.075000,1.425000,28,141,0.006475
37,7.075000,1.475000,29,141,0.003986
38,7.075000,1.525000,30,141,0.002861
39,7.075000,1.575000,31,141,0.004654
40,7.125000,1.575000,31,142,0.000000
41,7.075000,1.575000,31,141,0.002996
42,7.075000,1.625000,32,141,0.000000
43,7.075000,1.675000,33,141,0.001270
44,7.125000,1.675000,33,142,0.000000
45,7.175000,1.675000,33,143,0.000000
46,7.175000,1.725000,34,143,0.012474
47,7.175000,1.775000,35,143,0.000000
48,7.125000,1.775000,35,142,0.002461
49,7.125000,1.825000,36,142,0.000000
