step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,12.175000,8.875000,177,243,0.020315
1,12.125000,8.875000,177,242,0.020478
2,12.075000,8.875000,177,241,0.015375
3,12.025000,8.875000,177,240,0.022355
4,11.975000,8.875000,177,239,0.036775
5,11.925000,8.875000,177,238,0.038388
6,11.875000,8.875000,177,237,0.032817
7,11.825000,8.875000,177,236,0.048522
8,11.775000,8.875000,177,235,0.049710
9,11.725000,8.875000,177,234,0.044386
10,11.675000,8.875000,177,233,0.060916
11,11.725000,8.875000,177,234,0.056121
12,11.725000,8.925000,178,234,0.055474
13,11.675000,8.925000,178,233,0.056231
14,11.675000,8.875000,177,233,0.069738
15,11.625000,8.875000,177,232,0.074842
16,11.575000,8.875000,177,231,0.079505
17,11.525000,8.875000,177,230,0.076649
18,11.475000,8.875000,177,229,0.078891
19,11.425000,8.875000,177,228,0.093950
20,11.375000,8.875000,177,227,0.109978
21,11.325000,8.875000,177,226,0.114095
22,11.375000,8.875000,177,227,0.088732
23,11.325000,8.875000,177,226,0.098889
24,11.275000,8.875000,177,225,0.101166
25,11.225000,8.875000,177,224,0.132183
26,11.275000,8.875000,177,225,0.111552
27,11.275000,8.825000,176,225,0.118789
28,11.225000,8.825000,176,224,0.105510
29,11.225000,8.775000,175,224,0.124108
30,11.175000,8.775000,175,223,0.116276
31,11.125000,8.775000,175,222,0.142507
32,11.125000,8.725000,174,222,0.148751
33,11.175000,8.725000,174,223,0.133014
34,11.125000,8.725000,174,222,0.113185
35,11.125000,8.775000,175,222,0.155243
36,11.075000,8.775000,175,221,0.130034
37,11.025000,8.775000,175,220,0.137653
38,11.025000,8.725000,174,220,0.171123
39,10.975000,8.725000,174,219,0.175300
40,11.025000,8.725000,174,220,0.144733
41,10.975000,8.725000,174,219,0.152346
42,10.925000,8.725000,174,218,0.162634
43,10.875000,8.725000,174,217,0.157947
44,10.875000,8.775000,175,217,0.151443
45,10.825000,8.775000,175,216,0.180177
46,10.775000,8.775000,175,215,0.193802
47,10.725000,8.775000,175,214,0.202158
48,10.675000,8.775000,175,213,0.187050
49,10.625000,8.775000,175,212,0.209417
