step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.075000,2.325000,46,21,0.032652
1,1.075000,2.375000,47,21,0.018773
2,1.075000,2.325000,46,21,0.025798
3,1.075000,2.375000,47,21,0.032258
4,1.075000,2.425000,48,21,0.021214
5,1.075000,2.475000,49,21,0.014011
6,1.075000,2.525000,50,21,0.034159
7,1.075000,2.475000,49,21,0.030072
8,1.075000,2.525000,50,21,0.037765
9,1.075000,2.575000,51,21,0.006634
10,1.125000,2.575000,51,22,0.043961
11,1.125000,2.525000,50,22,0.027293
12,1.125000,2.575000,51,22,0.033193
13,1.125000,2.625000,52,22,0.031194
14,1.125000,2.675000,53,22,0.041451
15,1.125000,2.725000,54,22,0.050273
16,1.175000,2.725000,54,23,0.052501
17,1.175000,2.775000,55,23,0.043312
18,1.175000,2.825000,56,23,0.029903
19,1.175000,2.875000,57,23,0.056544
20,1.225000,2.875000,57,24,0.052378
21,1.225000,2.925000,58,24,0.039925
22,1.275000,2.925000,58,25,0.071920
23,1.275000,2.975000,59,25,0.064335
24,1.225000,2.975000,59,24,0.058169
25,1.275000,2.975000,59,25,0.059347
26,1.275000,2.925000,58,25,0.049716
27,1.275000,2.975000,59,25,0.060849
28,1.275000,3.025000,60,25,0.077807
29,1.325000,3.025000,60,26,0.077152
30,1.375000,3.025000,60,27,0.069903
31,1.375000,2.975000,59,27,0.049478
32,1.375000,3.025000,60,27,0.049887
33,1.375000,2.975000,59,27,0.058593
34,1.425000,2.975000,59,28,0.067829
35,1.425000,3.025000,60,28,0.046075
36,1.425000,3.075000,61,28,0.050326
37,1.425000,3.125000,62,28,0.082971
38,1.425000,3.175000,63,28,0.073175
39,1.475000,3.175000,63,29,0.073750
40,1.475000,3.225000,64,29,0.082909
41,1.475000,3.175000,63,29,0.096475
42,1.525000,3.175000,63,30,0.116643
43,1.525000,3.225000,64,30,0.097704
44,1.525000,3.275000,65,30,0.097442
45,1.525000,3.325000,66,30,0.115514
46,1.525000,3.375000,67,30,0.111463
47,1.525000,3.425000,68,30,0.119594
48,1.525000,3.375000,67,30,0.113811
49,1.525000,3.425000,68,30,0.107972
