step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.375000,7.875000,157,47,0.011813
1,2.375000,7.925000,158,47,0.004102
2,2.375000,7.975000,159,47,0.010725
3,2.375000,7.925000,158,47,0.000000
4,2.375000,7.875000,157,47,0.008314
5,2.375000,7.925000,158,47,0.000000
6,2.375000,7.975000,159,47,0.008364
7,2.375000,7.925000,158,47,0.000000
8,2.425000,7.925000,158,48,0.000000
9,2.425000,7.875000,157,48,0.000000
10,2.475000,7.875000,157,49,0.000000
11,2.525000,7.875000,157,50,0.000000
12,2.475000,7.875000,157,49,0.004987
13,2.475000,7.925000,158,49,0.000000
14,2.475000,7.975000,159,49,0.000000
15,2.425000,7.975000,159,48,0.004472
16,2.425000,7.925000,158,48,0.003821
17,2.425000,7.975000,159,48,0.000718
18,2.425000,7.925000,158,48,0.000000
19,2.425000,7.975000,159,48,0.000000
20,2.425000,7.925000,158,48,0.000000
21,2.375000,7.925000,158,47,0.000000
22,2.375000,7.975000,159,47,0.015503
23,2.425000,7.975000,159,48,0.011776
24,2.475000,7.975000,159,49,0.000000
25,2.475000,7.925000,158,49,0.008457
26,2.475000,7.975000,159,49,0.008129
27,2.425000,7.975000,159,48,0.000000
28,2.425000,8.025000,160,48,0.002342
29,2.425000,7.975000,159,48,0.001224
30,2.375000,7.975000,159,47,0.008409
31,2.375000,8.025000,160,47,0.000000
32,2.375000,7.975000,159,47,0.004967
33,2.325000,7.975000,159,46,0.000000
34,2.325000,7.925000,158,46,0.000000
35,2.325000,7.875000,157,46,0.015683
36,2.275000,7.875000,157,45,0.002825
37,2.325000,7.875000,157,46,0.000000
38,2.275000,7.875000,157,45,0.003272
39,2.325000,7.875000,157,46,0.004963
40,2.375000,7.875000,157,47,0.000000
41,2.325000,7.875000,157,46,0.000000
42,2.275000,7.875000,157,45,0.000000
43,2.275000,7.925000,158,45,0.000000
44,2.275000,7.875000,157,45,0.000000
45,2.325000,7.875000,157,46,0.000000
46,2.325000,7.925000,158,46,0.000000
47,2.375000,7.925000,158,47,0.000000
48,2.325000,7.925000,158,46,0.003350
49,2.275000,7.925000,158,45,0.002644
