step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.975000,5.775000,115,159,0.015560
1,7.975000,5.725000,114,159,0.031514
2,7.975000,5.675000,113,159,0.029917
3,7.975000,5.625000,112,159,0.044516
4,7.975000,5.575000,111,159,0.067161
5,7.975000,5.525000,110,159,0.064926
6,7.925000,5.525000,110,158,0.051576
7,7.925000,5.475000,109,158,0.098532
8,7.925000,5.425000,108,158,0.094837
9,7.925000,5.375000,107,158,0.095054
10,7.925000,5.325000,106,158,0.131891
11,7.925000,5.275000,105,158,0.134154
12,7.925000,5.225000,104,158,0.157431
13,7.925000,5.175000,103,158,0.148546
14,7.925000,5.125000,102,158,0.146452
15,7.925000,5.075000,101,158,0.169572
16,7.925000,5.025000,100,158,0.188091
17,7.925000,4.975000,99,158,0.218360
18,7.925000,4.925000,98,158,0.212007
19,7.925000,4.875000,97,158,0.227718
20,7.925000,4.925000,98,158,0.219234
21,7.925000,4.875000,97,158,0.223268
22,7.925000,4.825000,96,158,0.221405
23,7.925000,4.775000,95,158,0.242946
24,7.925000,4.725000,94,158,0.252741
25,7.925000,4.675000,93,158,0.273438
26,7.925000,4.625000,92,158,0.287724
27,7.925000,4.675000,93,158,0.270114
28,7.975000,4.675000,93,159,0.286337
29,7.975000,4.625000,92,159,0.300683
30,7.925000,4.625000,92,158,0.299337
31,7.925000,4.575000,91,158,0.305747
32,7.925000,4.525000,90,158,0.317566
33,7.925000,4.475000,89,158,0.324771
34,7.925000,4.425000,88,158,0.335158
35,7.925000,4.375000,87,158,0.371460
36,7.925000,4.325000,86,158,0.385136
37,7.925000,4.275000,85,158,0.377142
38,7.925000,4.225000,84,158,0.395846
39,7.925000,4.175000,83,158,0.400409
40,7.975000,4.175000,83,159,0.429280
41,7.975000,4.125000,82,159,0.425215
42,7.975000,4.075000,81,159,0.452679
43,7.975000,4.025000,80,159,0.463252
44,7.975000,3.975000,79,159,0.488373
45,8.025000,3.975000,79,160,0.498534
46,8.025000,4.025000,80,160,0.479549
47,8.025000,3.975000,79,160,0.494537
48,8.025000,3.925000,78,160,0.510860
49,8.025000,3.875000,77,160,0.530167
