step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.575000,6.025000,120,231,0.000000
1,11.575000,6.075000,121,231,0.006761
2,11.575000,6.025000,120,231,0.000000
3,11.575000,6.075000,121,231,0.007855
4,11.575000,6.125000,122,231,0.000000
5,11.525000,6.125000,122,230,0.012826
6,11.575000,6.125000,122,231,0.000000
7,11.625000,6.125000,122,232,0.000429
8,11.625000,6.175000,123,232,0.000000
9,11.575000,6.175000,123,231,0.012313
10,11.575000,6.125000,122,231,0.000000
11,11.575000,6.175000,123,231,0.003152
12,11.625000,6.175000,123,232,0.017415
13,11.575000,6.175000,123,231,0.000000
14,11.575000,6.125000,122,231,0.000000
15,11.575000,6.075000,121,231,0.010244
16,11.625000,6.075000,121,232,0.006666
17,11.625000,6.125000,122,232,0.000000
18,11.625000,6.075000,121,232,0.014866
19,11.625000,6.125000,122,232,0.007304
20,11.625000,6.175000,123,232,0.013318
21,11.675000,6.175000,123,233,0.000066
22,11.675000,6.125000,122,233,0.000000
23,11.725000,6.125000,122,234,0.000000
24,11.725000,6.075000,121,234,0.000000
25,11.725000,6.125000,122,234,0.000000
26,11.725000,6.075000,121,234,0.000000
27,11.775000,6.075000,121,235,0.014040
28,11.775000,6.125000,122,235,0.000000
29,11.825000,6.125000,122,236,0.000000
30,11.825000,6.175000,123,236,0.007260
31,11.825000,6.225000,124,236,0.008578
32,11.775000,6.225000,124,235,0.006354
33,11.825000,6.225000,124,236,0.000660
34,11.825000,6.275000,125,236,0.011171
35,11.775000,6.275000,125,235,0.010919
36,11.775000,6.325000,126,235,0.000000
37,11.825000,6.325000,126,236,0.000000
38,11.775000,6.325000,126,235,0.009871
39,11.725000,6.325000,126,234,0.021591
40,11.725000,6.375000,127,234,0.000000
41,11.775000,6.375000,127,235,0.000000
42,11.725000,6.375000,127,234,0.003629
43,11.725000,6.325000,126,234,0.000000
44,11.725000,6.375000,127,234,0.000000
45,11.725000,6.425000,128,234,0.005506
46,11.725000,6.475000,129,234,0.007375
47,11.775000,6.475000,129,235,0.000000
48,11.825000,6.475000,129,236,0.004110
49,11.875000,6.475000,129,237,0.001014
