step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.625000,7.175000,143,232,0.003875
1,11.575000,7.175000,143,231,0.000000
2,11.525000,7.175000,143,230,0.008958
3,11.475000,7.175000,143,229,0.000000
4,11.525000,7.175000,143,230,0.000000
5,11.525000,7.225000,144,230,0.000000
6,11.525000,7.275000,145,230,0.013534
7,11.525000,7.325000,146,230,0.000800
8,11.475000,7.325000,146,229,0.000475
9,11.475000,7.375000,147,229,0.000000
10,11.525000,7.375000,147,230,0.009880
11,11.575000,7.375000,147,231,0.000000
12,11.625000,7.375000,147,232,0.000000
13,11.625000,7.325000,146,232,0.000000
14,11.575000,7.325000,146,231,0.000000
15,11.625000,7.325000,146,232,0.000000
16,11.575000,7.325000,146,231,0.009786
17,11.525000,7.325000,146,230,0.016446
18,11.475000,7.325000,146,229,0.000000
19,11.475000,7.275000,145,229,0.000000
20,11.425000,7.275000,145,228,0.000000
21,11.375000,7.275000,145,227,0.000000
22,11.325000,7.275000,145,226,0.000000
23,11.325000,7.225000,144,226,0.013709
24,11.325000,7.175000,143,226,0.005746
25,11.325000,7.225000,144,226,0.000000
26,11.325000,7.275000,145,226,0.000000
27,11.275000,7.275000,145,225,0.000000
28,11.225000,7.275000,145,224,0.000000
29,11.175000,7.275000,145,223,0.000449
30,11.175000,7.325000,146,223,0.000000
31,11.175000,7.375000,147,223,0.000000
32,11.175000,7.325000,146,223,0.007382
33,11.175000,7.375000,147,223,0.000000
34,11.125000,7.375000,147,222,0.000000
35,11.175000,7.375000,147,223,0.011220
36,11.175000,7.425000,148,223,0.004181
37,11.125000,7.425000,148,222,0.003257
38,11.075000,7.425000,148,221,0.002392
39,11.075000,7.475000,149,221,0.010027
40,11.025000,7.475000,149,220,0.000000
41,11.025000,7.525000,150,220,0.006850
42,11.025000,7.575000,151,220,0.005580
43,11.025000,7.625000,152,220,0.005983
44,11.025000,7.675000,153,220,0.000000
45,10.975000,7.675000,153,219,0.000000
46,10.975000,7.725000,154,219,0.000000
47,10.925000,7.725000,154,218,0.000000
48,10.925000,7.675000,153,218,0.000921
49,10.925000,7.725000,154,218,0.014529
