step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,4.575000,8.975000,179,91,0.000384
1,4.625000,8.975000,179,92,0.002814
2,4.625000,8.925000,178,92,0.000000
3,4.675000,8.925000,178,93,0.015237
4,4.675000,8.975000,179,93,0.000000
5,4.725000,8.975000,179,94,0.000000
6,4.725000,8.925000,178,94,0.000000
7,4.675000,8.925000,178,93,0.000000
8,4.675000,8.975000,179,93,0.000000
9,4.725000,8.975000,179,94,0.000000
10,4.675000,8.975000,179,93,0.003834
11,4.675000,9.025000,180,93,0.004457
12,4.675000,9.075000,181,93,0.000000
13,4.625000,9.075000,181,92,0.000000
14,4.625000,9.025000,180,92,0.000000
15,4.675000,9.025000,180,93,0.000000
16,4.675000,8.975000,179,93,0.000000
17,4.675000,9.025000,180,93,0.009628
18,4.725000,9.025000,180,94,0.000000
19,4.725000,9.075000,181,94,0.004717
20,4.725000,9.025000,180,94,0.005382
21,4.775000,9.025000,180,95,0.010285
22,4.775000,9.075000,181,95,0.025032
23,4.775000,9.125000,182,95,0.002309
24,4.825000,9.125000,182,96,0.000000
25,4.875000,9.125000,182,97,0.000000
26,4.825000,9.125000,182,96,0.000000
27,4.875000,9.125000,182,97,0.000000
28,4.925000,9.125000,182,98,0.000000
29,4.975000,9.125000,182,99,0.018529
30,4.975000,9.075000,181,99,0.013161
31,5.025000,9.075000,181,100,0.000000
32,5.025000,9.125000,182,100,0.000000
33,4.975000,9.125000,182,99,0.000546
34,4.925000,9.125000,182,98,0.000000
35,4.925000,9.075000,181,98,0.000000
36,4.925000,9.025000,180,98,0.000000
37,4.975000,9.025000,180,99,0.000000
38,5.025000,9.025000,180,100,0.008999
39,4.975000,9.025000,180,99,0.000000
40,4.925000,9.025000,180,98,0.000000
41,4.975000,9.025000,180,99,0.006625
42,4.975000,9.075000,181,99,0.002046
43,4.975000,9.025000,180,99,0.004173
44,4.975000,8.975000,179,99,0.004029
45,4.975000,8.925000,178,99,0.000000
46,4.975000,8.975000,179,99,0.000000
47,5.025000,8.975000,179,100,0.000000
48,4.975000,8.975000,179,99,0.007252
49,5.025000,8.975000,179,100,0.000000
