step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,12.125000,8.375000,167,242,0.005374
1,12.075000,8.375000,167,241,0.014609
2,12.025000,8.375000,167,240,0.013432
3,11.975000,8.375000,167,239,0.020060
4,11.925000,8.375000,167,238,0.005101
5,11.975000,8.375000,167,239,0.006462
6,11.925000,8.375000,167,238,0.000000
7,11.925000,8.325000,166,238,0.004224
8,11.925000,8.375000,167,238,0.005147
9,11.875000,8.375000,167,237,0.015647
10,11.825000,8.375000,167,236,0.018950
11,11.875000,8.375000,167,237,0.020130
12,11.875000,8.325000,166,237,0.018874
13,11.875000,8.375000,167,237,0.008166
14,11.825000,8.375000,167,236,0.000000
15,11.775000,8.375000,167,235,0.019738
16,11.725000,8.375000,167,234,0.000000
17,11.725000,8.425000,168,234,0.013345
18,11.675000,8.425000,168,233,0.024656
19,11.625000,8.425000,168,232,0.001520
20,11.575000,8.425000,168,231,0.000000
21,11.525000,8.425000,168,230,0.022972
22,11.475000,8.425000,168,229,0.015700
23,11.475000,8.475000,169,229,0.008787
24,11.475000,8.525000,170,229,0.022479
25,11.425000,8.525000,170,228,0.006403
26,11.375000,8.525000,170,227,0.011045
27,11.325000,8.525000,170,226,0.000000
28,11.325000,8.475000,169,226,0.018939
29,11.325000,8.425000,168,226,0.022889
30,11.275000,8.425000,168,225,0.009571
31,11.225000,8.425000,168,224,0.025498
32,11.225000,8.375000,167,224,0.029736
33,11.225000,8.325000,166,224,0.008618
34,11.175000,8.325000,166,223,0.024080
35,11.175000,8.275000,165,223,0.038675
36,11.125000,8.275000,165,222,0.027353
37,11.125000,8.225000,164,222,0.040156
38,11.175000,8.225000,164,223,0.050175
39,11.225000,8.225000,164,224,0.019093
40,11.175000,8.225000,164,223,0.027905
41,11.175000,8.275000,165,223,0.027025
42,11.125000,8.275000,165,222,0.027710
43,11.125000,8.225000,164,222,0.022456
44,11.175000,8.225000,164,223,0.041099
45,11.125000,8.225000,164,222,0.034614
46,11.075000,8.225000,164,221,0.004936
47,11.025000,8.225000,164,220,0.023242
48,11.025000,8.175000,163,220,0.029526
49,11.025000,8.125000,162,220,0.017566
