step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,4.675000,1.275000,25,93,0.000000
1,4.725000,1.275000,25,94,0.000000
2,4.725000,1.225000,24,94,0.000000
3,4.725000,1.275000,25,94,0.010736
4,4.725000,1.325000,26,94,0.005556
5,4.675000,1.325000,26,93,0.000000
6,4.725000,1.325000,26,94,0.000000
7,4.725000,1.375000,27,94,0.000000
8,4.725000,1.425000,28,94,0.000000
9,4.725000,1.475000,29,94,0.000000
10,4.775000,1.475000,29,95,0.006366
11,4.725000,1.475000,29,94,0.000000
12,4.675000,1.475000,29,93,0.000009
13,4.675000,1.425000,28,93,0.004113
14,4.675000,1.475000,29,93,0.000000
15,4.675000,1.425000,28,93,0.000000
16,4.675000,1.475000,29,93,0.000000
17,4.725000,1.475000,29,94,0.000000
18,4.725000,1.425000,28,94,0.011286
19,4.775000,1.425000,28,95,0.002175
20,4.775000,1.475000,29,95,0.000000
21,4.775000,1.425000,28,95,0.000000
22,4.725000,1.425000,28,94,0.000000
23,4.775000,1.425000,28,95,0.000000
24,4.725000,1.425000,28,94,0.000000
25,4.775000,1.425000,28,95,0.000000
26,4.825000,1.425000,28,96,0.000000
27,4.825000,1.375000,27,96,0.000000
28,4.825000,1.325000,26,96,0.000000
29,4.825000,1.275000,25,96,0.010813
30,4.825000,1.325000,26,96,0.000000
31,4.825000,1.275000,25,96,0.000000
32,4.775000,1.275000,25,95,0.002405
33,4.775000,1.225000,24,95,0.000000
34,4.725000,1.225000,24,94,0.000000
35,4.725000,1.275000,25,94,0.000000
36,4.675000,1.275000,25,93,0.001362
37,4.725000,1.275000,25,94,0.000000
38,4.675000,1.275000,25,93,0.000000
39,4.675000,1.225000,24,93,0.000000
40,4.675000,1.275000,25,93,0.000979
41,4.675000,1.225000,24,93,0.000000
42,4.675000,1.175000,23,93,0.009676
43,4.675000,1.225000,24,93,0.004893
44,4.675000,1.175000,23,93,0.004085
45,4.725000,1.175000,23,94,0.000000
46,4.675000,1.175000,23,93,0.009990
47,4.675000,1.225000,24,93,0.000000
48,4.625000,1.225000,24,92,0.000000
49,4.675000,1.225000,24,93,0.000000
