step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.325000,8.025000,160,146,0.000000
1,7.325000,7.975000,159,146,0.000000
2,7.375000,7.975000,159,147,0.000000
3,7.375000,7.925000,158,147,0.000000
4,7.325000,7.925000,158,146,0.000000
5,7.275000,7.925000,158,145,0.002177
6,7.325000,7.925000,158,146,0.021200
7,7.375000,7.925000,158,147,0.008985
8,7.375000,7.875000,157,147,0.009520
9,7.425000,7.875000,157,148,0.025605
10,7.425000,7.925000,158,148,0.009332
11,7.425000,7.875000,157,148,0.000000
12,7.425000,7.925000,158,148,0.002799
13,7.425000,7.975000,159,148,0.003304
14,7.375000,7.975000,159,147,0.000000
15,7.425000,7.975000,159,148,0.006575
16,7.425000,8.025000,160,148,0.000979
17,7.375000,8.025000,160,147,0.002308
18,7.425000,8.025000,160,148,0.000000
19,7.425000,8.075000,161,148,0.000000
20,7.425000,8.025000,160,148,0.006557
21,7.425000,8.075000,161,148,0.000000
22,7.425000,8.125000,162,148,0.003097
23,7.375000,8.125000,162,147,0.004955
24,7.325000,8.125000,162,146,0.000000
25,7.275000,8.125000,162,145,0.005073
26,7.275000,8.175000,163,145,0.012258
27,7.225000,8.175000,163,144,0.000000
28,7.225000,8.225000,164,144,0.000000
29,7.225000,8.175000,163,144,0.000598
30,7.275000,8.175000,163,145,0.000000
31,7.275000,8.125000,162,145,0.000000
32,7.275000,8.175000,163,145,0.000000
33,7.225000,8.175000,163,144,0.000000
34,7.225000,8.125000,162,144,0.000000
35,7.225000,8.175000,163,144,0.000150
36,7.175000,8.175000,163,143,0.000000
37,7.175000,8.225000,164,143,0.000779
38,7.175000,8.275000,165,143,0.005082
39,7.125000,8.275000,165,142,0.012646
40,7.125000,8.325000,166,142,0.015237
41,7.125000,8.375000,167,142,0.000000
42,7.175000,8.375000,167,143,0.008258
43,7.125000,8.375000,167,142,0.001645
44,7.075000,8.375000,167,141,0.004047
45,7.125000,8.375000,167,142,0.000000
46,7.125000,8.325000,166,142,0.008536
47,7.125000,8.275000,165,142,0.006119
48,7.125000,8.325000,166,142,0.010144
49,7.125000,8.375000,167,142,0.001412
