step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,3.375000,1.225000,24,67,0.000000
1,3.325000,1.225000,24,66,0.000000
2,3.325000,1.175000,23,66,0.006372
3,3.325000,1.125000,22,66,0.004922
4,3.375000,1.125000,22,67,0.000000
5,3.375000,1.175000,23,67,0.020097
6,3.425000,1.175000,23,68,0.000000
7,3.475000,1.175000,23,69,0.000000
8,3.525000,1.175000,23,70,0.000000
9,3.525000,1.225000,24,70,0.000000
10,3.525000,1.175000,23,70,0.004424
11,3.475000,1.175000,23,69,0.005468
12,3.475000,1.225000,24,69,0.011695
13,3.425000,1.225000,24,68,0.006605
14,3.425000,1.175000,23,68,0.000000
15,3.425000,1.225000,24,68,0.000000
16,3.475000,1.225000,24,69,0.009704
17,3.475000,1.175000,23,69,0.000000
18,3.475000,1.125000,22,69,0.000000
19,3.525000,1.125000,22,70,0.003112
20,3.575000,1.125000,22,71,0.000020
21,3.575000,1.175000,23,71,0.001632
22,3.625000,1.175000,23,72,0.011857
23,3.675000,1.175000,23,73,0.002972
24,3.625000,1.175000,23,72,0.000000
25,3.675000,1.175000,23,73,0.004711
26,3.725000,1.175000,23,74,0.004081
27,3.725000,1.125000,22,74,0.008285
28,3.775000,1.125000,22,75,0.000000
29,3.825000,1.125000,22,76,0.000000
30,3.825000,1.075000,21,76,0.000000
31,3.875000,1.075000,21,77,0.006795
32,3.925000,1.075000,21,78,0.000010
33,3.925000,1.125000,22,78,0.002038
34,3.925000,1.175000,23,78,0.000000
35,3.925000,1.125000,22,78,0.005108
36,3.925000,1.175000,23,78,0.020488
37,3.925000,1.125000,22,78,0.000000
38,3.925000,1.075000,21,78,0.000391
39,3.875000,1.075000,21,77,0.000000
40,3.925000,1.075000,21,78,0.001906
41,3.975000,1.075000,21,79,0.000000
42,3.975000,1.125000,22,79,0.004594
43,3.975000,1.175000,23,79,0.000000
44,4.025000,1.175000,23,80,0.004269
45,4.025000,1.125000,22,80,0.014971
46,3.975000,1.125000,22,79,0.000000
47,4.025000,1.125000,22,80,0.000000
48,3.975000,1.125000,22,79,0.000000
49,3.975000,1.175000,23,79,0.000000
