step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.375000,8.325000,166,147,0.019918
1,7.375000,8.275000,165,147,0.015118
2,7.375000,8.225000,164,147,0.008606
3,7.375000,8.275000,165,147,0.019658
4,7.375000,8.225000,164,147,0.049068
5,7.375000,8.275000,165,147,0.009597
6,7.375000,8.225000,164,147,0.025302
7,7.375000,8.175000,163,147,0.023921
8,7.375000,8.125000,162,147,0.044207
9,7.375000,8.075000,161,147,0.040814
10,7.375000,8.025000,160,147,0.025177
11,7.375000,7.975000,159,147,0.038719
12,7.375000,7.925000,158,147,0.015951
13,7.375000,7.875000,157,147,0.046181
14,7.375000,7.825000,156,147,0.053318
15,7.425000,7.825000,156,148,0.056356
16,7.475000,7.825000,156,149,0.050289
17,7.525000,7.825000,156,150,0.056515
18,7.525000,7.775000,155,150,0.057045
19,7.525000,7.725000,154,150,0.060398
20,7.525000,7.675000,153,150,0.055605
21,7.525000,7.625000,152,150,0.061358
22,7.525000,7.575000,151,150,0.088548
23,7.525000,7.525000,150,150,0.069054
24,7.525000,7.475000,149,150,0.082610
25,7.475000,7.475000,149,149,0.072410
26,7.475000,7.425000,148,149,0.068990
27,7.525000,7.425000,148,150,0.084849
28,7.525000,7.375000,147,150,0.079971
29,7.525000,7.325000,146,150,0.089364
30,7.475000,7.325000,146,149,0.084110
31,7.475000,7.275000,145,149,0.089722
32,7.525000,7.275000,145,150,0.106051
33,7.575000,7.275000,145,151,0.094196
34,7.625000,7.275000,145,152,0.116961
35,7.625000,7.225000,144,152,0.101766
36,7.675000,7.225000,144,153,0.109365
37,7.675000,7.175000,143,153,0.110659
38,7.725000,7.175000,143,154,0.130491
39,7.775000,7.175000,143,155,0.129842
40,7.775000,7.125000,142,155,0.138615
41,7.775000,7.175000,143,155,0.122505
42,7.775000,7.125000,142,155,0.144475
43,7.825000,7.125000,142,156,0.138932
44,7.825000,7.175000,143,156,0.141846
45,7.875000,7.175000,143,157,0.143993
46,7.825000,7.175000,143,156,0.145929
47,7.825000,7.125000,142,156,0.132457
48,7.875000,7.125000,142,157,0.148817
49,7.875000,7.075000,141,157,0.154105
