step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.825000,10.125000,202,36,0.002742
1,1.825000,10.075000,201,36,0.000000
2,1.825000,10.025000,200,36,0.004788
3,1.825000,9.975000,199,36,0.000000
4,1.825000,9.925000,198,36,0.000000
5,1.775000,9.925000,198,35,0.000000
6,1.775000,9.875000,197,35,0.003859
7,1.775000,9.825000,196,35,0.007233
8,1.825000,9.825000,196,36,0.007442
9,1.825000,9.875000,197,36,0.004344
10,1.825000,9.825000,196,36,0.000000
11,1.825000,9.875000,197,36,0.000000
12,1.875000,9.875000,197,37,0.000000
13,1.875000,9.925000,198,37,0.000000
14,1.875000,9.875000,197,37,0.006487
15,1.825000,9.875000,197,36,0.000000
16,1.825000,9.825000,196,36,0.000000
17,1.825000,9.775000,195,36,0.006801
18,1.825000,9.725000,194,36,0.000000
19,1.825000,9.675000,193,36,0.020544
20,1.775000,9.675000,193,35,0.011660
21,1.825000,9.675000,193,36,0.002535
22,1.875000,9.675000,193,37,0.000497
23,1.825000,9.675000,193,36,0.000000
24,1.875000,9.675000,193,37,0.000000
25,1.875000,9.625000,192,37,0.014702
26,1.925000,9.625000,192,38,0.000000
27,1.925000,9.575000,191,38,0.000000
28,1.975000,9.575000,191,39,0.007179
29,1.975000,9.525000,190,39,0.000000
30,2.025000,9.525000,190,40,0.000000
31,2.025000,9.475000,189,40,0.011254
32,2.075000,9.475000,189,41,0.000000
33,2.025000,9.475000,189,40,0.010961
34,2.025000,9.425000,188,40,0.000320
35,1.975000,9.425000,188,39,0.003915
36,2.025000,9.425000,188,40,0.003613
37,2.075000,9.425000,188,41,0.000000
38,2.125000,9.425000,188,42,0.000000
39,2.175000,9.425000,188,43,0.000000
40,2.225000,9.425000,188,44,0.000000
41,2.225000,9.475000,189,44,0.000000
42,2.225000,9.425000,188,44,0.000000
43,2.225000,9.375000,187,44,0.000000
44,2.225000,9.325000,186,44,0.007297
45,2.275000,9.325000,186,45,0.000000
46,2.325000,9.325000,186,46,0.017554
47,2.275000,9.325000,186,45,0.015528
48,2.325000,9.325000,186,46,0.000000
49,2.325000,9.275000,185,46,0.000000
