step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,12.325000,2.225000,44,246,0.000000
1,12.375000,2.225000,44,247,0.013941
2,12.425000,2.225000,44,248,0.007794
3,12.425000,2.175000,43,248,0.000000
4,12.375000,2.175000,43,247,0.000000
5,12.325000,2.175000,43,246,0.004186
6,12.275000,2.175000,43,245,0.000000
7,12.275000,2.225000,44,245,0.000000
8,12.275000,2.175000,43,245,0.005091
9,12.225000,2.175000,43,244,0.003089
10,12.225000,2.125000,42,244,0.015305
11,12.225000,2.075000,41,244,0.000000
12,12.225000,2.025000,40,244,0.007391
13,12.225000,2.075000,41,244,0.000000
14,12.175000,2.075000,41,243,0.000000
15,12.125000,2.075000,41,242,0.009619
16,12.125000,2.025000,40,242,0.000000
17,12.175000,2.025000,40,243,0.000000
18,12.125000,2.025000,40,242,0.002103
19,12.175000,2.025000,40,243,0.000000
20,12.125000,2.025000,40,242,0.000000
21,12.075000,2.025000,40,241,0.000000
22,12.075000,2.075000,41,241,0.000000
23,12.075000,2.125000,42,241,0.002888
24,12.125000,2.125000,42,242,0.000000
25,12.125000,2.075000,41,242,0.000000
26,12.175000,2.075000,41,243,0.013058
27,12.225000,2.075000,41,244,0.004021
28,12.175000,2.075000,41,243,0.003861
29,12.175000,2.125000,42,243,0.000000
30,12.225000,2.125000,42,244,0.000000
31,12.175000,2.125000,42,243,0.010652
32,12.175000,2.075000,41,243,0.006419
33,12.225000,2.075000,41,244,0.000000
34,12.225000,2.025000,40,244,0.005149
35,12.175000,2.025000,40,243,0.000000
36,12.225000,2.025000,40,244,0.006615
37,12.175000,2.025000,40,243,0.012594
38,12.125000,2.025000,40,242,0.010057
39,12.075000,2.025000,40,241,0.000000
40,12.075000,2.075000,41,241,0.004878
41,12.075000,2.025000,40,241,0.007850
42,12.075000,1.975000,39,241,0.009457
43,12.125000,1.975000,39,242,0.000000
44,12.125000,2.025000,40,242,0.000000
45,12.175000,2.025000,40,243,0.001657
46,12.225000,2.025000,40,244,0.000000
47,12.175000,2.025000,40,243,0.020813
48,12.225000,2.025000,40,244,0.007457
49,12.225000,1.975000,39,244,0.018883
