step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.075000,0.875000,17,181,0.004860
1,9.125000,0.875000,17,182,0.000000
2,9.125000,0.825000,16,182,0.014943
3,9.075000,0.825000,16,181,0.000000
4,9.125000,0.825000,16,182,0.000118
5,9.125000,0.875000,17,182,0.007868
6,9.125000,0.925000,18,182,0.000000
7,9.075000,0.925000,18,181,0.000000
8,9.075000,0.875000,17,181,0.000000
9,9.125000,0.875000,17,182,0.004430
10,9.125000,0.925000,18,182,0.000000
11,9.125000,0.975000,19,182,0.000000
12,9.175000,0.975000,19,183,0.003164
13,9.125000,0.975000,19,182,0.008710
14,9.125000,1.025000,20,182,0.003841
15,9.175000,1.025000,20,183,0.000000
16,9.125000,1.025000,20,182,0.000000
17,9.175000,1.025000,20,183,0.024577
18,9.175000,1.075000,21,183,0.002601
19,9.225000,1.075000,21,184,0.006869
20,9.275000,1.075000,21,185,0.000000
21,9.275000,1.025000,20,185,0.005956
22,9.325000,1.025000,20,186,0.007114
23,9.325000,1.075000,21,186,0.000000
24,9.275000,1.075000,21,185,0.003453
25,9.325000,1.075000,21,186,0.000000
26,9.325000,1.025000,20,186,0.000000
27,9.275000,1.025000,20,185,0.000000
28,9.325000,1.025000,20,186,0.000000
29,9.325000,1.075000,21,186,0.002440
30,9.325000,1.125000,22,186,0.000000
31,9.325000,1.175000,23,186,0.012883
32,9.375000,1.175000,23,187,0.000000
33,9.375000,1.225000,24,187,0.000681
34,9.375000,1.275000,25,187,0.020715
35,9.375000,1.325000,26,187,0.000000
36,9.375000,1.375000,27,187,0.000000
37,9.375000,1.425000,28,187,0.011474
38,9.375000,1.475000,29,187,0.000000
39,9.375000,1.525000,30,187,0.000000
40,9.375000,1.575000,31,187,0.000000
41,9.425000,1.575000,31,188,0.000000
42,9.425000,1.625000,32,188,0.002107
43,9.425000,1.675000,33,188,0.010834
44,9.425000,1.725000,34,188,0.000000
45,9.425000,1.775000,35,188,0.011896
46,9.425000,1.825000,36,188,0.013626
47,9.425000,1.775000,35,188,0.000000
48,9.425000,1.825000,36,188,0.000000
49,9.475000,1.825000,36,189,0.000000
