step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.575000,6.025000,120,171,0.065885
1,8.575000,6.075000,121,171,0.055365
2,8.525000,6.075000,121,170,0.060331
3,8.525000,6.125000,122,170,0.051487
4,8.475000,6.125000,122,169,0.050592
5,8.425000,6.125000,122,168,0.072720
6,8.425000,6.175000,123,168,0.058733
7,8.375000,6.175000,123,167,0.084342
8,8.425000,6.175000,123,168,0.077665
9,8.475000,6.175000,123,169,0.073582
10,8.425000,6.175000,123,168,0.083172
11,8.425000,6.125000,122,168,0.065622
12,8.425000,6.075000,121,168,0.052702
13,8.425000,6.125000,122,168,0.064203
14,8.425000,6.175000,123,168,0.073302
15,8.375000,6.175000,123,167,0.072055
16,8.375000,6.225000,124,167,0.074026
17,8.375000,6.175000,123,167,0.080716
18,8.375000,6.225000,124,167,0.059221
19,8.325000,6.225000,124,166,0.069586
20,8.275000,6.225000,124,165,0.056350
21,8.225000,6.225000,124,164,0.067123
22,8.225000,6.275000,125,164,0.090647
23,8.225000,6.325000,126,164,0.089086
24,8.225000,6.375000,127,164,0.078561
25,8.175000,6.375000,127,163,0.102279
26,8.175000,6.325000,126,163,0.105301
27,8.125000,6.325000,126,162,0.092411
28,8.125000,6.375000,127,162,0.098345
29,8.075000,6.375000,127,161,0.094836
30,8.075000,6.425000,128,161,0.103422
31,8.025000,6.425000,128,160,0.119543
32,8.025000,6.475000,129,160,0.126532
33,7.975000,6.475000,129,159,0.114654
34,7.925000,6.475000,129,158,0.142913
35,7.925000,6.525000,130,158,0.130502
36,7.875000,6.525000,130,157,0.141903
37,7.925000,6.525000,130,158,0.128996
38,7.875000,6.525000,130,157,0.157735
39,7.825000,6.525000,130,156,0.137325
40,7.825000,6.575000,131,156,0.158656
41,7.775000,6.575000,131,155,0.141701
42,7.775000,6.625000,132,155,0.144258
43,7.725000,6.625000,132,154,0.166241
44,7.725000,6.575000,131,154,0.158415
45,7.725000,6.625000,132,154,0.156035
46,7.725000,6.575000,131,154,0.148898
47,7.675000,6.575000,131,153,0.159622
48,7.675000,6.625000,132,153,0.169873
49,7.675000,6.675000,133,153,0.168693
