step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,4.725000,0.625000,12,94,0.000000
1,4.725000,0.575000,11,94,0.000000
2,4.725000,0.525000,10,94,0.001973
3,4.775000,0.525000,10,95,0.000000
4,4.775000,0.575000,11,95,0.000000
5,4.825000,0.575000,11,96,0.003994
6,4.825000,0.625000,12,96,0.007249
7,4.825000,0.575000,11,96,0.000000
8,4.825000,0.525000,10,96,0.000000
9,4.775000,0.525000,10,95,0.004751
10,4.775000,0.575000,11,95,0.014321
11,4.825000,0.575000,11,96,0.000000
12,4.875000,0.575000,11,97,0.010964
13,4.925000,0.575000,11,98,0.000000
14,4.925000,0.625000,12,98,0.000000
15,4.975000,0.625000,12,99,0.008235
16,4.925000,0.625000,12,98,0.000614
17,4.975000,0.625000,12,99,0.000000
18,4.925000,0.625000,12,98,0.000000
19,4.925000,0.675000,13,98,0.011466
20,4.875000,0.675000,13,97,0.000081
21,4.875000,0.725000,14,97,0.000000
22,4.925000,0.725000,14,98,0.000000
23,4.875000,0.725000,14,97,0.000000
24,4.825000,0.725000,14,96,0.000000
25,4.825000,0.775000,15,96,0.000000
26,4.825000,0.725000,14,96,0.000000
27,4.825000,0.675000,13,96,0.006001
28,4.775000,0.675000,13,95,0.000000
29,4.725000,0.675000,13,94,0.000000
30,4.725000,0.725000,14,94,0.000000
31,4.725000,0.775000,15,94,0.000000
32,4.725000,0.825000,16,94,0.000000
33,4.725000,0.875000,17,94,0.004412
34,4.675000,0.875000,17,93,0.000000
35,4.725000,0.875000,17,94,0.000000
36,4.775000,0.875000,17,95,0.000000
37,4.825000,0.875000,17,96,0.006118
38,4.825000,0.825000,16,96,0.000000
39,4.875000,0.825000,16,97,0.000000
40,4.875000,0.775000,15,97,0.000000
41,4.875000,0.825000,16,97,0.004117
42,4.875000,0.775000,15,97,0.000000
43,4.875000,0.725000,14,97,0.000000
44,4.825000,0.725000,14,96,0.000000
45,4.825000,0.775000,15,96,0.000000
46,4.825000,0.825000,16,96,0.000000
47,4.775000,0.825000,16,95,0.000000
48,4.825000,0.825000,16,96,0.006964
49,4.875000,0.825000,16,97,0.000000
