step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.925000,12.675000,253,158,0.004842
1,7.875000,12.675000,253,157,0.012465
2,7.925000,12.675000,253,158,0.000000
3,7.875000,12.675000,253,157,0.003723
4,7.925000,12.675000,253,158,0.000000
5,7.875000,12.675000,253,157,0.000000
6,7.875000,12.625000,252,157,0.000000
7,7.925000,12.625000,252,158,0.010441
8,7.925000,12.575000,251,158,0.000000
9,7.975000,12.575000,251,159,0.007580
10,7.925000,12.575000,251,158,0.000000
11,7.975000,12.575000,251,159,0.000000
12,7.925000,12.575000,251,158,0.004245
13,7.925000,12.625000,252,158,0.025304
14,7.975000,12.625000,252,159,0.000000
15,7.975000,12.575000,251,159,0.000000
16,7.975000,12.525000,250,159,0.000000
17,7.975000,12.575000,251,159,0.000000
18,7.975000,12.625000,252,159,0.000000
19,8.025000,12.625000,252,160,0.009582
20,8.025000,12.575000,251,160,0.001912
21,8.025000,12.625000,252,160,0.023142
22,7.975000,12.625000,252,159,0.000000
23,7.975000,12.675000,253,159,0.014983
24,7.975000,12.725000,254,159,0.000000
25,8.025000,12.725000,254,160,0.002383
26,7.975000,12.725000,254,159,0.000000
27,7.925000,12.725000,254,158,0.009217
28,7.925000,12.775000,255,158,0.000000
29,7.975000,12.775000,255,159,0.006580
30,7.975000,12.725000,254,159,0.000000
31,8.025000,12.725000,254,160,0.003153
32,8.075000,12.725000,254,161,0.000000
33,8.075000,12.675000,253,161,0.006728
34,8.075000,12.725000,254,161,0.000000
35,8.125000,12.725000,254,162,0.000000
36,8.125000,12.675000,253,162,0.003286
37,8.175000,12.675000,253,163,0.000000
38,8.175000,12.625000,252,163,0.009039
39,8.225000,12.625000,252,164,0.011434
40,8.275000,12.625000,252,165,0.000000
41,8.275000,12.675000,253,165,0.007527
42,8.325000,12.675000,253,166,0.000000
43,8.325000,12.725000,254,166,0.006792
44,8.325000,12.675000,253,166,0.002115
45,8.275000,12.675000,253,165,0.000000
46,8.275000,12.725000,254,165,0.000000
47,8.275000,12.675000,253,165,0.000000
48,8.225000,12.675000,253,164,0.000000
49,8.275000,12.675000,253,165,0.000000
