step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,2.575000,5.125000,102,51,0.011876
1,2.575000,5.075000,101,51,0.000558
2,2.525000,5.075000,101,50,0.000000
3,2.525000,5.125000,102,50,0.000000
4,2.525000,5.175000,103,50,0.000000
5,2.525000,5.225000,104,50,0.000000
6,2.475000,5.225000,104,49,0.004492
7,2.475000,5.275000,105,49,0.000000
8,2.425000,5.275000,105,48,0.000000
9,2.375000,5.275000,105,47,0.000000
10,2.375000,5.225000,104,47,0.000000
11,2.375000,5.275000,105,47,0.000000
12,2.375000,5.225000,104,47,0.000933
13,2.325000,5.225000,104,46,0.000000
14,2.325000,5.275000,105,46,0.012109
15,2.275000,5.275000,105,45,0.000000
16,2.275000,5.325000,106,45,0.003501
17,2.225000,5.325000,106,44,0.000000
18,2.175000,5.325000,106,43,0.000000
19,2.225000,5.325000,106,44,0.000000
20,2.225000,5.275000,105,44,0.011547
21,2.175000,5.275000,105,43,0.000000
22,2.125000,5.275000,105,42,0.002161
23,2.075000,5.275000,105,41,0.000000
24,2.125000,5.275000,105,42,0.009742
25,2.125000,5.325000,106,42,0.000000
26,2.075000,5.325000,106,41,0.009273
27,2.025000,5.325000,106,40,0.001440
28,1.975000,5.325000,106,39,0.001081
29,2.025000,5.325000,106,40,0.006196
30,2.025000,5.375000,107,40,0.005553
31,2.025000,5.325000,106,40,0.006800
32,2.075000,5.325000,106,41,0.000000
33,2.075000,5.375000,107,41,0.000000
34,2.025000,5.375000,107,40,0.008664
35,2.075000,5.375000,107,41,0.016482
36,2.125000,5.375000,107,42,0.000000
37,2.125000,5.325000,106,42,0.007207
38,2.125000,5.375000,107,42,0.000000
39,2.175000,5.375000,107,43,0.000000
40,2.225000,5.375000,107,44,0.000000
41,2.275000,5.375000,107,45,0.003787
42,2.275000,5.325000,106,45,0.000000
43,2.325000,5.325000,106,46,0.006504
44,2.325000,5.275000,105,46,0.005737
45,2.325000,5.225000,104,46,0.003997
46,2.375000,5.225000,104,47,0.005479
47,2.425000,5.225000,104,48,0.000000
48,2.475000,5.225000,104,49,0.000000
49,2.475000,5.175000,103,49,0.000000
