step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,9.125000,8.925000,178,182,0.011147
1,9.125000,8.875000,177,182,0.000000
2,9.125000,8.925000,178,182,0.000000
3,9.075000,8.925000,178,181,0.000000
4,9.075000,8.975000,179,181,0.000000
5,9.025000,8.975000,179,180,0.000000
6,8.975000,8.975000,179,179,0.000000
7,8.975000,9.025000,180,179,0.000000
8,8.975000,8.975000,179,179,0.000000
9,8.975000,9.025000,180,179,0.000000
10,8.925000,9.025000,180,178,0.003759
11,8.925000,8.975000,179,178,0.000000
12,8.975000,8.975000,179,179,0.000000
13,8.975000,9.025000,180,179,0.000000
14,8.925000,9.025000,180,178,0.000000
15,8.975000,9.025000,180,179,0.008790
16,8.925000,9.025000,180,178,0.016171
17,8.875000,9.025000,180,177,0.028441
18,8.875000,8.975000,179,177,0.000163
19,8.875000,9.025000,180,177,0.014457
20,8.825000,9.025000,180,176,0.004334
21,8.775000,9.025000,180,175,0.000000
22,8.775000,9.075000,181,175,0.009617
23,8.725000,9.075000,181,174,0.022026
24,8.725000,9.125000,182,174,0.000999
25,8.675000,9.125000,182,173,0.000000
26,8.725000,9.125000,182,174,0.001072
27,8.675000,9.125000,182,173,0.009667
28,8.625000,9.125000,182,172,0.000000
29,8.575000,9.125000,182,171,0.000000
30,8.625000,9.125000,182,172,0.018888
31,8.625000,9.075000,181,172,0.000000
32,8.675000,9.075000,181,173,0.000000
33,8.725000,9.075000,181,174,0.000000
34,8.725000,9.025000,180,174,0.005451
35,8.725000,9.075000,181,174,0.000000
36,8.675000,9.075000,181,173,0.008655
37,8.675000,9.025000,180,173,0.000000
38,8.675000,9.075000,181,173,0.009443
39,8.675000,9.025000,180,173,0.000000
40,8.675000,9.075000,181,173,0.003418
41,8.675000,9.125000,182,173,0.000000
42,8.675000,9.075000,181,173,0.003508
43,8.675000,9.125000,182,173,0.000000
44,8.725000,9.125000,182,174,0.009490
45,8.725000,9.175000,183,174,0.000000
46,8.725000,9.225000,184,174,0.017934
47,8.775000,9.225000,184,175,0.005312
48,8.825000,9.225000,184,176,0.000000
49,8.825000,9.275000,185,176,0.000000
