step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.975000,5.825000,116,239,0.039334
1,11.975000,5.875000,117,239,0.073756
2,11.925000,5.875000,117,238,0.043830
3,11.925000,5.825000,116,238,0.036569
4,11.925000,5.875000,117,238,0.033100
5,11.925000,5.925000,118,238,0.058354
6,11.875000,5.925000,118,237,0.045108
7,11.875000,5.875000,117,237,0.034565
8,11.825000,5.875000,117,236,0.050338
9,11.825000,5.825000,116,236,0.048364
10,11.875000,5.825000,116,237,0.052968
11,11.875000,5.775000,115,237,0.057829
12,11.875000,5.725000,114,237,0.059318
13,11.875000,5.775000,115,237,0.059119
14,11.875000,5.725000,114,237,0.039107
15,11.875000,5.675000,113,237,0.041422
16,11.875000,5.625000,112,237,0.063053
17,11.875000,5.575000,111,237,0.067046
18,11.875000,5.525000,110,237,0.074459
19,11.875000,5.475000,109,237,0.077083
20,11.825000,5.475000,109,236,0.083132
21,11.825000,5.425000,108,236,0.070147
22,11.825000,5.375000,107,236,0.108992
23,11.825000,5.325000,106,236,0.101681
24,11.775000,5.325000,106,235,0.091898
25,11.775000,5.375000,107,235,0.097336
26,11.775000,5.425000,108,235,0.086611
27,11.725000,5.425000,108,234,0.094833
28,11.725000,5.375000,107,234,0.090624
29,11.725000,5.325000,106,234,0.106941
30,11.725000,5.275000,105,234,0.107751
31,11.725000,5.225000,104,234,0.121918
32,11.725000,5.175000,103,234,0.129604
33,11.775000,5.175000,103,235,0.107466
34,11.775000,5.125000,102,235,0.100666
35,11.775000,5.075000,101,235,0.119058
36,11.775000,5.125000,102,235,0.116159
37,11.775000,5.075000,101,235,0.129433
38,11.775000,5.025000,100,235,0.115837
39,11.775000,4.975000,99,235,0.148921
40,11.825000,4.975000,99,236,0.129312
41,11.825000,5.025000,100,236,0.137541
42,11.775000,5.025000,100,235,0.133544
43,11.775000,4.975000,99,235,0.120427
44,11.775000,4.925000,98,235,0.145443
45,11.775000,4.875000,97,235,0.145631
46,11.725000,4.875000,97,234,0.159416
47,11.725000,4.825000,96,234,0.158450
48,11.725000,4.775000,95,234,0.191238
49,11.725000,4.725000,94,234,0.168769
