step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,1.675000,11.875000,237,33,0.057638
1,1.675000,11.825000,236,33,0.075366
2,1.675000,11.775000,235,33,0.085274
3,1.675000,11.825000,236,33,0.043572
4,1.675000,11.775000,235,33,0.093419
5,1.675000,11.825000,236,33,0.055207
6,1.675000,11.775000,235,33,0.083580
7,1.675000,11.725000,234,33,0.047722
8,1.675000,11.675000,233,33,0.077446
9,1.625000,11.675000,233,32,0.065253
10,1.575000,11.675000,233,31,0.076247
11,1.575000,11.625000,232,31,0.077014
12,1.575000,11.575000,231,31,0.095023
13,1.575000,11.525000,230,31,0.074321
14,1.575000,11.475000,229,31,0.103079
15,1.575000,11.425000,228,31,0.105835
16,1.575000,11.375000,227,31,0.116682
17,1.575000,11.325000,226,31,0.112323
18,1.575000,11.275000,225,31,0.131538
19,1.575000,11.325000,226,31,0.116531
20,1.575000,11.375000,227,31,0.118499
21,1.575000,11.325000,226,31,0.127823
22,1.575000,11.275000,225,31,0.128162
23,1.575000,11.225000,224,31,0.126634
24,1.575000,11.175000,223,31,0.146969
25,1.575000,11.225000,224,31,0.144323
26,1.575000,11.175000,223,31,0.127447
27,1.575000,11.125000,222,31,0.147102
28,1.625000,11.125000,222,32,0.132056
29,1.625000,11.075000,221,32,0.149636
30,1.625000,11.025000,220,32,0.160316
31,1.625000,10.975000,219,32,0.158207
32,1.625000,10.925000,218,32,0.195141
33,1.625000,10.875000,217,32,0.190600
34,1.625000,10.825000,216,32,0.202184
35,1.625000,10.775000,215,32,0.211884
36,1.625000,10.825000,216,32,0.196237
37,1.625000,10.775000,215,32,0.209344
38,1.625000,10.725000,214,32,0.209625
39,1.625000,10.675000,213,32,0.235696
40,1.625000,10.625000,212,32,0.258439
41,1.625000,10.575000,211,32,0.260732
42,1.625000,10.525000,210,32,0.271358
43,1.625000,10.475000,209,32,0.285024
44,1.625000,10.425000,208,32,0.280637
45,1.575000,10.425000,208,31,0.302636
46,1.575000,10.375000,207,31,0.292615
47,1.525000,10.375000,207,30,0.279806
48,1.525000,10.425000,208,30,0.282614
49,1.525000,10.375000,207,30,0.306477
