step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.375000,7.575000,151,227,0.175042
1,11.325000,7.575000,151,226,0.188228
2,11.325000,7.525000,150,226,0.198405
3,11.275000,7.525000,150,225,0.204053
4,11.225000,7.525000,150,224,0.211118
5,11.175000,7.525000,150,223,0.216274
6,11.125000,7.525000,150,222,0.247042
7,11.075000,7.525000,150,221,0.250117
8,11.025000,7.525000,150,220,0.266570
9,10.975000,7.525000,150,219,0.270103
10,10.925000,7.525000,150,218,0.286840
11,10.975000,7.525000,150,219,0.293368
12,11.025000,7.525000,150,220,0.269598
13,10.975000,7.525000,150,219,0.259016
14,10.925000,7.525000,150,218,0.296901
15,10.875000,7.525000,150,217,0.312955
16,10.825000,7.525000,150,216,0.309904
17,10.775000,7.525000,150,215,0.331320
18,10.725000,7.525000,150,214,0.358830
19,10.675000,7.525000,150,213,0.361286
20,10.625000,7.525000,150,212,0.360323
21,10.675000,7.525000,150,213,0.342244
22,10.625000,7.525000,150,212,0.374288
23,10.575000,7.525000,150,211,0.395635
24,10.525000,7.525000,150,210,0.411546
25,10.475000,7.525000,150,209,0.416345
26,10.475000,7.475000,149,209,0.409586
27,10.425000,7.475000,149,208,0.445263
28,10.375000,7.475000,149,207,0.440271
29,10.325000,7.475000,149,206,0.462110
30,10.275000,7.475000,149,205,0.472172
31,10.225000,7.475000,149,204,0.499616
32,10.225000,7.425000,148,204,0.495200
33,10.175000,7.425000,148,203,0.497875
34,10.125000,7.425000,148,202,0.517962
35,10.075000,7.425000,148,201,0.552473
36,10.025000,7.425000,148,200,0.539878
37,10.025000,7.375000,147,200,0.546608
38,9.975000,7.375000,147,199,0.581721
39,9.925000,7.375000,147,198,0.599551
40,9.925000,7.325000,146,198,0.585745
41,9.975000,7.325000,146,199,0.561598
42,10.025000,7.325000,146,200,0.564808
43,9.975000,7.325000,146,199,0.566654
44,9.975000,7.375000,147,199,0.577487
45,9.925000,7.375000,147,198,0.577401
46,9.875000,7.375000,147,197,0.602954
47,9.825000,7.375000,147,196,0.605483
48,9.775000,7.375000,147,195,0.635209
49,9.825000,7.375000,147,196,0.621236
