step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,6.725000,11.725000,234,134,0.008329
1,6.725000,11.675000,233,134,0.004953
2,6.675000,11.675000,233,133,0.018890
3,6.625000,11.675000,233,132,0.000000
4,6.675000,11.675000,233,133,0.000473
5,6.675000,11.725000,234,133,0.000000
6,6.625000,11.725000,234,132,0.000000
7,6.575000,11.725000,234,131,0.000000
8,6.525000,11.725000,234,130,0.002821
9,6.525000,11.675000,233,130,0.004443
10,6.475000,11.675000,233,129,0.008620
11,6.425000,11.675000,233,128,0.005549
12,6.375000,11.675000,233,127,0.000000
13,6.375000,11.625000,232,127,0.000000
14,6.375000,11.575000,231,127,0.000000
15,6.375000,11.525000,230,127,0.000000
16,6.375000,11.575000,231,127,0.005090
17,6.375000,11.525000,230,127,0.014235
18,6.375000,11.575000,231,127,0.000000
19,6.325000,11.575000,231,126,0.001961
20,6.375000,11.575000,231,127,0.000000
21,6.375000,11.625000,232,127,0.002885
22,6.375000,11.675000,233,127,0.000000
23,6.375000,11.625000,232,127,0.000000
24,6.425000,11.625000,232,128,0.004283
25,6.375000,11.625000,232,127,0.000000
26,6.375000,11.575000,231,127,0.000000
27,6.425000,11.575000,231,128,0.000000
28,6.425000,11.625000,232,128,0.027168
29,6.425000,11.675000,233,128,0.000000
30,6.425000,11.725000,234,128,0.020699
31,6.375000,11.725000,234,127,0.000000
32,6.375000,11.675000,233,127,0.000000
33,6.375000,11.725000,234,127,0.000000
34,6.375000,11.675000,233,127,0.000000
35,6.425000,11.675000,233,128,0.000000
36,6.425000,11.625000,232,128,0.017465
37,6.375000,11.625000,232,127,0.005464
38,6.375000,11.675000,233,127,0.004350
39,6.375000,11.625000,232,127,0.012436
40,6.375000,11.675000,233,127,0.008562
41,6.425000,11.675000,233,128,0.000000
42,6.375000,11.675000,233,127,0.000000
43,6.375000,11.725000,234,127,0.019932
44,6.325000,11.725000,234,126,0.005526
45,6.325000,11.775000,235,126,0.000000
46,6.325000,11.725000,234,126,0.001396
47,6.325000,11.775000,235,126,0.000000
48,6.375000,11.775000,235,127,0.000000
49,6.375000,11.825000,236,127,0.000000
