step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,11.525000,6.425000,128,230,0.000000
1,11.525000,6.375000,127,230,0.007159
2,11.475000,6.375000,127,229,0.000000
3,11.425000,6.375000,127,228,0.000000
4,11.375000,6.375000,127,227,0.000000
5,11.375000,6.325000,126,227,0.000000
6,11.375000,6.375000,127,227,0.000000
7,11.375000,6.425000,128,227,0.012308
8,11.425000,6.425000,128,228,0.000000
9,11.425000,6.475000,129,228,0.012750
10,11.475000,6.475000,129,229,0.000000
11,11.425000,6.475000,129,228,0.008764
12,11.425000,6.425000,128,228,0.004944
13,11.425000,6.475000,129,228,0.002780
14,11.425000,6.425000,128,228,0.001946
15,11.475000,6.425000,128,229,0.010824
16,11.475000,6.375000,127,229,0.000000
17,11.475000,6.325000,126,229,0.010824
18,11.475000,6.275000,125,229,0.001579
19,11.425000,6.275000,125,228,0.013512
20,11.475000,6.275000,125,229,0.000102
21,11.475000,6.225000,124,229,0.009750
22,11.525000,6.225000,124,230,0.000000
23,11.475000,6.225000,124,229,0.000000
24,11.425000,6.225000,124,228,0.007463
25,11.425000,6.275000,125,228,0.000000
26,11.425000,6.225000,124,228,0.000000
27,11.375000,6.225000,124,227,0.007526
28,11.375000,6.175000,123,227,0.009468
29,11.375000,6.125000,122,227,0.019264
30,11.425000,6.125000,122,228,0.000000
31,11.375000,6.125000,122,227,0.000000
32,11.375000,6.175000,123,227,0.000531
33,11.425000,6.175000,123,228,0.005783
34,11.375000,6.175000,123,227,0.011138
35,11.375000,6.125000,122,227,0.001398
36,11.325000,6.125000,122,226,0.010066
37,11.275000,6.125000,122,225,0.000878
38,11.325000,6.125000,122,226,0.007067
39,11.275000,6.125000,122,225,0.000000
40,11.225000,6.125000,122,224,0.002557
41,11.175000,6.125000,122,223,0.008955
42,11.175000,6.075000,121,223,0.011685
43,11.175000,6.125000,122,223,0.004228
44,11.125000,6.125000,122,222,0.000000
45,11.075000,6.125000,122,221,0.000000
46,11.025000,6.125000,122,220,0.012926
47,11.025000,6.075000,121,220,0.004110
48,11.075000,6.075000,121,221,0.001363
49,11.025000,6.075000,121,220,0.005501
