step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.575000,0.825000,16,171,0.004756
1,8.625000,0.825000,16,172,0.003771
2,8.625000,0.875000,17,172,0.000000
3,8.625000,0.825000,16,172,0.000000
4,8.625000,0.775000,15,172,0.000000
5,8.675000,0.775000,15,173,0.000000
6,8.675000,0.725000,14,173,0.000000
7,8.675000,0.775000,15,173,0.000000
8,8.675000,0.825000,16,173,0.000000
9,8.675000,0.775000,15,173,0.001687
10,8.675000,0.725000,14,173,0.000000
11,8.675000,0.775000,15,173,0.002139
12,8.675000,0.825000,16,173,0.002689
13,8.725000,0.825000,16,174,0.000000
14,8.775000,0.825000,16,175,0.000000
15,8.825000,0.825000,16,176,0.000000
16,8.875000,0.825000,16,177,0.000000
17,8.925000,0.825000,16,178,0.001435
18,8.975000,0.825000,16,179,0.005487
19,8.975000,0.775000,15,179,0.016810
20,9.025000,0.775000,15,180,0.005434
21,8.975000,0.775000,15,179,0.006984
22,8.975000,0.725000,14,179,0.017857
23,8.925000,0.725000,14,178,0.009686
24,8.975000,0.725000,14,179,0.002159
25,8.975000,0.775000,15,179,0.003037
26,9.025000,0.775000,15,180,0.000000
27,9.075000,0.775000,15,181,0.000639
28,9.075000,0.725000,14,181,0.000000
29,9.025000,0.725000,14,180,0.000000
30,9.025000,0.775000,15,180,0.006751
31,9.025000,0.725000,14,180,0.010759
32,9.025000,0.675000,13,180,0.000000
33,9.025000,0.725000,14,180,0.000000
34,9.075000,0.725000,14,181,0.007180
35,9.075000,0.675000,13,181,0.004344
36,9.075000,0.625000,12,181,0.001902
37,9.125000,0.625000,12,182,0.011861
38,9.075000,0.625000,12,181,0.002796
39,9.025000,0.625000,12,180,0.000000
40,9.075000,0.625000,12,181,0.000000
41,9.075000,0.675000,13,181,0.000000
42,9.025000,0.675000,13,180,0.000000
43,8.975000,0.675000,13,179,0.000000
44,8.975000,0.625000,12,179,0.009287
45,8.925000,0.625000,12,178,0.010756
46,8.975000,0.625000,12,179,0.010976
47,8.975000,0.675000,13,179,0.002505
48,9.025000,0.675000,13,180,0.000000
49,8.975000,0.675000,13,179,0.021885
