step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,7.175000,4.025000,80,143,0.000000
1,7.175000,3.975000,79,143,0.001823
2,7.175000,3.925000,78,143,0.000480
3,7.175000,3.975000,79,143,0.018566
4,7.175000,3.925000,78,143,0.001963
5,7.225000,3.925000,78,144,0.007458
6,7.225000,3.875000,77,144,0.009189
7,7.175000,3.875000,77,143,0.006327
8,7.175000,3.825000,76,143,0.004123
9,7.175000,3.775000,75,143,0.002316
10,7.175000,3.725000,74,143,0.000000
11,7.175000,3.675000,73,143,0.024998
12,7.225000,3.675000,73,144,0.011936
13,7.175000,3.675000,73,143,0.014973
14,7.125000,3.675000,73,142,0.000000
15,7.075000,3.675000,73,141,0.013912
16,7.025000,3.675000,73,140,0.009986
17,7.025000,3.725000,74,140,0.026608
18,7.025000,3.675000,73,140,0.021718
19,6.975000,3.675000,73,139,0.013963
20,6.975000,3.625000,72,139,0.019133
21,6.925000,3.625000,72,138,0.012784
22,6.925000,3.575000,71,138,0.018808
23,6.875000,3.575000,71,137,0.019142
24,6.825000,3.575000,71,136,0.012692
25,6.775000,3.575000,71,135,0.012962
26,6.725000,3.575000,71,134,0.021250
27,6.675000,3.575000,71,133,0.024153
28,6.625000,3.575000,71,132,0.050771
29,6.575000,3.575000,71,131,0.021171
30,6.525000,3.575000,71,130,0.035332
31,6.475000,3.575000,71,129,0.027058
32,6.425000,3.575000,71,128,0.031278
33,6.375000,3.575000,71,127,0.040025
34,6.375000,3.625000,72,127,0.037204
35,6.325000,3.625000,72,126,0.037946
36,6.325000,3.575000,71,126,0.036393
37,6.325000,3.625000,72,126,0.044580
38,6.325000,3.575000,71,126,0.060487
39,6.375000,3.575000,71,127,0.042709
40,6.425000,3.575000,71,128,0.042316
41,6.475000,3.575000,71,129,0.047136
42,6.425000,3.575000,71,128,0.053072
43,6.375000,3.575000,71,127,0.058715
44,6.325000,3.575000,71,126,0.042836
45,6.325000,3.525000,70,126,0.032383
46,6.275000,3.525000,70,125,0.032550
47,6.225000,3.525000,70,124,0.048390
48,6.225000,3.575000,71,124,0.024386
49,6.225000,3.625000,72,124,0.053698
