step,pos_x_m,pos_y_m,pos_i,pos_j,concentration
0,8.275000,11.375000,227,165,0.000000
1,8.225000,11.375000,227,164,0.006795
2,8.275000,11.375000,227,165,0.000000
3,8.225000,11.375000,227,164,0.000000
4,8.225000,11.425000,228,164,0.002992
5,8.175000,11.425000,228,163,0.008666
6,8.225000,11.425000,228,164,0.000954
7,8.275000,11.425000,228,165,0.016653
8,8.275000,11.475000,229,165,0.000000
9,8.325000,11.475000,229,166,0.008058
10,8.275000,11.475000,229,165,0.000000
11,8.225000,11.475000,229,164,0.000000
12,8.225000,11.525000,230,164,0.010725
13,8.275000,11.525000,230,165,0.003108
14,8.325000,11.525000,230,166,0.006175
15,8.325000,11.475000,229,166,0.004793
16,8.275000,11.475000,229,165,0.000000
17,8.325000,11.475000,229,166,0.001505
18,8.275000,11.475000,229,165,0.004728
19,8.325000,11.475000,229,166,0.000000
20,8.325000,11.425000,228,166,0.000000
21,8.275000,11.425000,228,165,0.002564
22,8.275000,11.475000,229,165,0.020145
23,8.225000,11.475000,229,164,0.007349
24,8.225000,11.425000,228,164,0.000000
25,8.175000,11.425000,228,163,0.000000
26,8.175000,11.475000,229,163,0.017511
27,8.175000,11.425000,228,163,0.002078
28,8.175000,11.475000,229,163,0.004445
29,8.175000,11.425000,228,163,0.000000
30,8.175000,11.375000,227,163,0.005257
31,8.225000,11.375000,227,164,0.000000
32,8.275000,11.375000,227,165,0.000000
33,8.325000,11.375000,227,166,0.000005
34,8.325000,11.425000,228,166,0.002468
35,8.275000,11.425000,228,165,0.008987
36,8.275000,11.475000,229,165,0.000000
37,8.275000,11.525000,230,165,0.006576
38,8.275000,11.475000,229,165,0.001536
39,8.275000,11.425000,228,165,0.000000
40,8.325000,11.425000,228,166,0.000000
41,8.325000,11.375000,227,166,0.000000
42,8.275000,11.375000,227,165,0.009960
43,8.225000,11.375000,227,164,0.012796
44,8.275000,11.375000,227,165,0.000000
45,8.325000,11.375000,227,166,0.005239
46,8.275000,11.375000,227,165,0.000000
47,8.225000,11.375000,227,164,0.000000
48,8.225000,11.425000,228,164,0.000000
49,8.225000,11.375000,227,164,0.000000
